areaType,areaName,areaCode,date,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate,,,
region,South West,E12000009,16/03/2022,17,9500,,,
region,South West,E12000009,15/03/2022,24,9483,,,
region,South West,E12000009,14/03/2022,23,9459,,,
region,South West,E12000009,13/03/2022,13,9436,,,
region,South West,E12000009,12/03/2022,15,9423,,,
region,South West,E12000009,11/03/2022,18,9408,,,
region,South West,E12000009,10/03/2022,19,9390,,,
region,South West,E12000009,09/03/2022,10,9371,,,
region,South West,E12000009,08/03/2022,16,9361,,,
region,South West,E12000009,07/03/2022,11,9345,,,
region,South West,E12000009,06/03/2022,15,9334,,,
region,South West,E12000009,05/03/2022,9,9319,,,
region,South West,E12000009,04/03/2022,16,9310,,,
region,South West,E12000009,03/03/2022,14,9294,,,
region,South West,E12000009,02/03/2022,11,9280,,,
region,South West,E12000009,01/03/2022,9,9269,,,
region,South West,E12000009,28/02/2022,11,9260,,,
region,South West,E12000009,27/02/2022,9,9249,,,
region,South West,E12000009,26/02/2022,12,9240,,,
region,South West,E12000009,25/02/2022,12,9228,,,
region,South West,E12000009,24/02/2022,17,9216,,,
region,South West,E12000009,23/02/2022,10,9199,,,
region,South West,E12000009,22/02/2022,14,9189,,,
region,South West,E12000009,21/02/2022,11,9175,,,
region,South West,E12000009,20/02/2022,13,9164,,,
region,South West,E12000009,19/02/2022,12,9151,,,
region,South West,E12000009,18/02/2022,11,9139,,,
region,South West,E12000009,17/02/2022,11,9128,,,
region,South West,E12000009,16/02/2022,18,9117,,,
region,South West,E12000009,15/02/2022,14,9099,,,
region,South West,E12000009,14/02/2022,12,9085,,,
region,South West,E12000009,13/02/2022,10,9073,,,
region,South West,E12000009,12/02/2022,9,9063,,,
region,South West,E12000009,11/02/2022,14,9054,,,
region,South West,E12000009,10/02/2022,16,9040,,,
region,South West,E12000009,09/02/2022,12,9024,,,
region,South West,E12000009,08/02/2022,11,9012,,,
region,South West,E12000009,07/02/2022,13,9001,,,
region,South West,E12000009,06/02/2022,20,8988,,,
region,South West,E12000009,05/02/2022,14,8968,,,
region,South West,E12000009,04/02/2022,18,8954,,,
region,South West,E12000009,03/02/2022,26,8936,,,
region,South West,E12000009,02/02/2022,24,8910,,,
region,South West,E12000009,01/02/2022,16,8886,,,
region,South West,E12000009,31/01/2022,15,8870,,,
region,South West,E12000009,30/01/2022,23,8855,,,
region,South West,E12000009,29/01/2022,14,8832,,,
region,South West,E12000009,28/01/2022,20,8818,,,
region,South West,E12000009,27/01/2022,23,8798,,,
region,South West,E12000009,26/01/2022,18,8775,,,
region,South West,E12000009,25/01/2022,25,8757,,,
region,South West,E12000009,24/01/2022,21,8732,,,
region,South West,E12000009,23/01/2022,18,8711,,,
region,South West,E12000009,22/01/2022,14,8693,,,
region,South West,E12000009,21/01/2022,16,8679,,,
region,South West,E12000009,20/01/2022,17,8663,,,
region,South West,E12000009,19/01/2022,17,8646,,,
region,South West,E12000009,18/01/2022,10,8629,,,
region,South West,E12000009,17/01/2022,19,8619,,,
region,South West,E12000009,16/01/2022,18,8600,,,
region,South West,E12000009,15/01/2022,15,8582,,,
region,South West,E12000009,14/01/2022,13,8567,,,
region,South West,E12000009,13/01/2022,10,8554,,,
region,South West,E12000009,12/01/2022,19,8544,,,
region,South West,E12000009,11/01/2022,12,8525,,,
region,South West,E12000009,10/01/2022,16,8513,,,
region,South West,E12000009,09/01/2022,18,8497,,,
region,South West,E12000009,08/01/2022,14,8479,,,
region,South West,E12000009,07/01/2022,12,8465,,,
region,South West,E12000009,06/01/2022,11,8453,,,
region,South West,E12000009,05/01/2022,12,8442,,,
region,South West,E12000009,04/01/2022,11,8430,,,
region,South West,E12000009,03/01/2022,17,8419,,,
region,South West,E12000009,02/01/2022,10,8402,,,
region,South West,E12000009,01/01/2022,8,8392,,,
region,South West,E12000009,31/12/2021,14,8384,,,
region,South West,E12000009,30/12/2021,17,8370,,,
region,South West,E12000009,29/12/2021,10,8353,,,
region,South West,E12000009,28/12/2021,13,8343,,,
region,South West,E12000009,27/12/2021,9,8330,,,
region,South West,E12000009,26/12/2021,11,8321,,,
region,South West,E12000009,25/12/2021,7,8310,,,
region,South West,E12000009,24/12/2021,7,8303,,,
region,South West,E12000009,23/12/2021,7,8296,,,
region,South West,E12000009,22/12/2021,8,8289,,,
region,South West,E12000009,21/12/2021,8,8281,,,
region,South West,E12000009,20/12/2021,8,8273,,,
region,South West,E12000009,19/12/2021,10,8265,,,
region,South West,E12000009,18/12/2021,13,8255,,,
region,South West,E12000009,17/12/2021,15,8242,,,
region,South West,E12000009,16/12/2021,10,8227,,,
region,South West,E12000009,15/12/2021,8,8217,,,
region,South West,E12000009,14/12/2021,16,8209,,,
region,South West,E12000009,13/12/2021,9,8193,,,
region,South West,E12000009,12/12/2021,12,8184,,,
region,South West,E12000009,11/12/2021,6,8172,,,
region,South West,E12000009,10/12/2021,10,8166,,,
region,South West,E12000009,09/12/2021,13,8156,,,
region,South West,E12000009,08/12/2021,8,8143,,,
region,South West,E12000009,07/12/2021,6,8135,,,
region,South West,E12000009,06/12/2021,10,8129,,,
region,South West,E12000009,05/12/2021,10,8119,,,
region,South West,E12000009,04/12/2021,10,8109,,,
region,South West,E12000009,03/12/2021,7,8099,,,
region,South West,E12000009,02/12/2021,7,8092,,,
region,South West,E12000009,01/12/2021,15,8085,,,
region,South West,E12000009,30/11/2021,8,8070,,,
region,South West,E12000009,29/11/2021,11,8062,,,
region,South West,E12000009,28/11/2021,11,8051,,,
region,South West,E12000009,27/11/2021,12,8040,,,
region,South West,E12000009,26/11/2021,9,8028,,,
region,South West,E12000009,25/11/2021,10,8019,,,
region,South West,E12000009,24/11/2021,6,8009,,,
region,South West,E12000009,23/11/2021,14,8003,,,
region,South West,E12000009,22/11/2021,13,7989,,,
region,South West,E12000009,21/11/2021,10,7976,,,
region,South West,E12000009,20/11/2021,7,7966,,,
region,South West,E12000009,19/11/2021,8,7959,,,
region,South West,E12000009,18/11/2021,9,7951,,,
region,South West,E12000009,17/11/2021,10,7942,,,
region,South West,E12000009,16/11/2021,14,7932,,,
region,South West,E12000009,15/11/2021,17,7918,,,
region,South West,E12000009,14/11/2021,12,7901,,,
region,South West,E12000009,13/11/2021,3,7889,,,
region,South West,E12000009,12/11/2021,10,7886,,,
region,South West,E12000009,11/11/2021,14,7876,,,
region,South West,E12000009,10/11/2021,10,7862,,,
region,South West,E12000009,09/11/2021,19,7852,,,
region,South West,E12000009,08/11/2021,10,7833,,,
region,South West,E12000009,07/11/2021,13,7823,,,
region,South West,E12000009,06/11/2021,13,7810,,,
region,South West,E12000009,05/11/2021,15,7797,,,
region,South West,E12000009,04/11/2021,9,7782,,,
region,South West,E12000009,03/11/2021,15,7773,,,
region,South West,E12000009,02/11/2021,13,7758,,,
region,South West,E12000009,01/11/2021,10,7745,,,
region,South West,E12000009,31/10/2021,14,7735,,,
region,South West,E12000009,30/10/2021,8,7721,,,
region,South West,E12000009,29/10/2021,17,7713,,,
region,South West,E12000009,28/10/2021,16,7696,,,
region,South West,E12000009,27/10/2021,13,7680,,,
region,South West,E12000009,26/10/2021,22,7667,,,
region,South West,E12000009,25/10/2021,6,7645,,,
region,South West,E12000009,24/10/2021,8,7639,,,
region,South West,E12000009,23/10/2021,21,7631,,,
region,South West,E12000009,22/10/2021,12,7610,,,
region,South West,E12000009,21/10/2021,13,7598,,,
region,South West,E12000009,20/10/2021,5,7585,,,
region,South West,E12000009,19/10/2021,6,7580,,,
region,South West,E12000009,18/10/2021,11,7574,,,
region,South West,E12000009,17/10/2021,8,7563,,,
region,South West,E12000009,16/10/2021,8,7555,,,
region,South West,E12000009,15/10/2021,11,7547,,,
region,South West,E12000009,14/10/2021,13,7536,,,
region,South West,E12000009,13/10/2021,8,7523,,,
region,South West,E12000009,12/10/2021,7,7515,,,
region,South West,E12000009,11/10/2021,8,7508,,,
region,South West,E12000009,10/10/2021,6,7500,,,
region,South West,E12000009,09/10/2021,7,7494,,,
region,South West,E12000009,08/10/2021,5,7487,,,
region,South West,E12000009,07/10/2021,9,7482,,,
