areaType,areaName,areaCode,date,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate,,,
region,Midlands,E12000004,10/04/2021,2,23688,,,
region,Midlands,E12000004,09/04/2021,6,23686,,,
region,Midlands,E12000004,08/04/2021,5,23680,,,
region,Midlands,E12000004,07/04/2021,5,23675,,,
region,Midlands,E12000004,06/04/2021,5,23670,,,
region,Midlands,E12000004,05/04/2021,3,23665,,,
region,Midlands,E12000004,04/04/2021,5,23662,,,
region,Midlands,E12000004,03/04/2021,3,23657,,,
region,Midlands,E12000004,02/04/2021,8,23654,,,
region,Midlands,E12000004,01/04/2021,5,23646,,,
region,Midlands,E12000004,31/03/2021,8,23641,,,
region,Midlands,E12000004,30/03/2021,9,23633,,,
region,Midlands,E12000004,29/03/2021,9,23624,,,
region,Midlands,E12000004,28/03/2021,4,23615,,,
region,Midlands,E12000004,27/03/2021,9,23611,,,
region,Midlands,E12000004,26/03/2021,17,23602,,,
region,Midlands,E12000004,25/03/2021,12,23585,,,
region,Midlands,E12000004,24/03/2021,5,23573,,,
region,Midlands,E12000004,23/03/2021,14,23568,,,
region,Midlands,E12000004,22/03/2021,21,23554,,,
region,Midlands,E12000004,21/03/2021,18,23533,,,
region,Midlands,E12000004,20/03/2021,22,23515,,,
region,Midlands,E12000004,19/03/2021,12,23493,,,
region,Midlands,E12000004,18/03/2021,18,23481,,,
region,Midlands,E12000004,17/03/2021,21,23463,,,
region,Midlands,E12000004,16/03/2021,15,23442,,,
region,Midlands,E12000004,15/03/2021,22,23427,,,
region,Midlands,E12000004,14/03/2021,17,23405,,,
region,Midlands,E12000004,13/03/2021,31,23388,,,
region,Midlands,E12000004,12/03/2021,30,23357,,,
region,Midlands,E12000004,11/03/2021,31,23327,,,
region,Midlands,E12000004,10/03/2021,27,23296,,,
region,Midlands,E12000004,09/03/2021,33,23269,,,
region,Midlands,E12000004,08/03/2021,36,23236,,,
region,Midlands,E12000004,07/03/2021,28,23200,,,
region,Midlands,E12000004,06/03/2021,31,23172,,,
region,Midlands,E12000004,05/03/2021,37,23141,,,
region,Midlands,E12000004,04/03/2021,39,23104,,,
region,Midlands,E12000004,03/03/2021,39,23065,,,
region,Midlands,E12000004,02/03/2021,40,23026,,,
region,Midlands,E12000004,01/03/2021,49,22986,,,
region,Midlands,E12000004,28/02/2021,59,22937,,,
region,Midlands,E12000004,27/02/2021,55,22878,,,
region,Midlands,E12000004,26/02/2021,50,22823,,,
region,Midlands,E12000004,25/02/2021,56,22773,,,
region,Midlands,E12000004,24/02/2021,65,22717,,,
region,Midlands,E12000004,23/02/2021,67,22652,,,
region,Midlands,E12000004,22/02/2021,60,22585,,,
region,Midlands,E12000004,21/02/2021,64,22525,,,
region,Midlands,E12000004,20/02/2021,84,22461,,,
region,Midlands,E12000004,19/02/2021,69,22377,,,
region,Midlands,E12000004,18/02/2021,83,22308,,,
region,Midlands,E12000004,17/02/2021,92,22225,,,
region,Midlands,E12000004,16/02/2021,101,22133,,,
region,Midlands,E12000004,15/02/2021,127,22032,,,
region,Midlands,E12000004,14/02/2021,104,21905,,,
region,Midlands,E12000004,13/02/2021,95,21801,,,
region,Midlands,E12000004,12/02/2021,105,21706,,,
region,Midlands,E12000004,11/02/2021,128,21601,,,
region,Midlands,E12000004,10/02/2021,111,21473,,,
region,Midlands,E12000004,09/02/2021,144,21362,,,
region,Midlands,E12000004,08/02/2021,141,21218,,,
region,Midlands,E12000004,07/02/2021,145,21077,,,
region,Midlands,E12000004,06/02/2021,133,20932,,,
region,Midlands,E12000004,05/02/2021,139,20799,,,
region,Midlands,E12000004,04/02/2021,148,20660,,,
region,Midlands,E12000004,03/02/2021,165,20512,,,
region,Midlands,E12000004,02/02/2021,166,20347,,,
region,Midlands,E12000004,01/02/2021,183,20181,,,
region,Midlands,E12000004,31/01/2021,174,19998,,,
region,Midlands,E12000004,30/01/2021,183,19824,,,
region,Midlands,E12000004,29/01/2021,213,19641,,,
region,Midlands,E12000004,28/01/2021,196,19428,,,
region,Midlands,E12000004,27/01/2021,201,19232,,,
region,Midlands,E12000004,26/01/2021,203,19031,,,
region,Midlands,E12000004,25/01/2021,206,18828,,,
region,Midlands,E12000004,24/01/2021,201,18622,,,
region,Midlands,E12000004,23/01/2021,215,18421,,,
region,Midlands,E12000004,22/01/2021,217,18206,,,
region,Midlands,E12000004,21/01/2021,219,17989,,,
region,Midlands,E12000004,20/01/2021,219,17770,,,
region,Midlands,E12000004,19/01/2021,210,17551,,,
region,Midlands,E12000004,18/01/2021,226,17341,,,
region,Midlands,E12000004,17/01/2021,207,17115,,,
region,Midlands,E12000004,16/01/2021,222,16908,,,
region,Midlands,E12000004,15/01/2021,209,16686,,,
region,Midlands,E12000004,14/01/2021,202,16477,,,
region,Midlands,E12000004,13/01/2021,200,16275,,,
region,Midlands,E12000004,12/01/2021,192,16075,,,
region,Midlands,E12000004,11/01/2021,198,15883,,,
region,Midlands,E12000004,10/01/2021,164,15685,,,
region,Midlands,E12000004,09/01/2021,180,15521,,,
region,Midlands,E12000004,08/01/2021,164,15341,,,
region,Midlands,E12000004,07/01/2021,143,15177,,,
region,Midlands,E12000004,06/01/2021,137,15034,,,
region,Midlands,E12000004,05/01/2021,138,14897,,,
region,Midlands,E12000004,04/01/2021,128,14759,,,
region,Midlands,E12000004,03/01/2021,95,14631,,,
region,Midlands,E12000004,02/01/2021,120,14536,,,
region,Midlands,E12000004,01/01/2021,103,14416,,,
region,Midlands,E12000004,31/12/2020,111,14313,,,
region,Midlands,E12000004,30/12/2020,126,14202,,,
region,Midlands,E12000004,29/12/2020,95,14076,,,
region,Midlands,E12000004,28/12/2020,81,13981,,,
region,Midlands,E12000004,27/12/2020,103,13900,,,
region,Midlands,E12000004,26/12/2020,109,13797,,,
region,Midlands,E12000004,25/12/2020,96,13688,,,
region,Midlands,E12000004,24/12/2020,88,13592,,,
region,Midlands,E12000004,23/12/2020,89,13504,,,
region,Midlands,E12000004,22/12/2020,106,13415,,,
region,Midlands,E12000004,21/12/2020,109,13309,,,
region,Midlands,E12000004,20/12/2020,94,13200,,,
region,Midlands,E12000004,19/12/2020,84,13106,,,
region,Midlands,E12000004,18/12/2020,117,13022,,,
region,Midlands,E12000004,17/12/2020,106,12905,,,
region,Midlands,E12000004,16/12/2020,89,12799,,,
region,Midlands,E12000004,15/12/2020,94,12710,,,
region,Midlands,E12000004,14/12/2020,107,12616,,,
region,Midlands,E12000004,13/12/2020,96,12509,,,
region,Midlands,E12000004,12/12/2020,106,12413,,,
region,Midlands,E12000004,11/12/2020,98,12307,,,
region,Midlands,E12000004,10/12/2020,95,12209,,,
region,Midlands,E12000004,09/12/2020,94,12114,,,
region,Midlands,E12000004,08/12/2020,94,12020,,,
region,Midlands,E12000004,07/12/2020,98,11926,,,
region,Midlands,E12000004,06/12/2020,103,11828,,,
region,Midlands,E12000004,05/12/2020,94,11725,,,
region,Midlands,E12000004,04/12/2020,111,11631,,,
region,Midlands,E12000004,03/12/2020,112,11520,,,
region,Midlands,E12000004,02/12/2020,91,11408,,,
region,Midlands,E12000004,01/12/2020,106,11317,,,
region,Midlands,E12000004,30/11/2020,112,11211,,,
region,Midlands,E12000004,29/11/2020,117,11099,,,
region,Midlands,E12000004,28/11/2020,104,10982,,,
region,Midlands,E12000004,27/11/2020,98,10878,,,
region,Midlands,E12000004,26/11/2020,110,10780,,,
region,Midlands,E12000004,25/11/2020,100,10670,,,
region,Midlands,E12000004,24/11/2020,102,10570,,,
region,Midlands,E12000004,23/11/2020,111,10468,,,
region,Midlands,E12000004,22/11/2020,111,10357,,,
region,Midlands,E12000004,21/11/2020,98,10246,,,
region,Midlands,E12000004,20/11/2020,107,10148,,,
region,Midlands,E12000004,19/11/2020,107,10041,,,
region,Midlands,E12000004,18/11/2020,117,9934,,,
region,Midlands,E12000004,17/11/2020,91,9817,,,
region,Midlands,E12000004,16/11/2020,97,9726,,,
region,Midlands,E12000004,15/11/2020,97,9629,,,
region,Midlands,E12000004,14/11/2020,90,9532,,,
region,Midlands,E12000004,13/11/2020,78,9442,,,
region,Midlands,E12000004,12/11/2020,88,9364,,,
region,Midlands,E12000004,11/11/2020,76,9276,,,
region,Midlands,E12000004,10/11/2020,79,9200,,,
region,Midlands,E12000004,09/11/2020,93,9121,,,
region,Midlands,E12000004,08/11/2020,81,9028,,,
region,Midlands,E12000004,07/11/2020,76,8947,,,
region,Midlands,E12000004,06/11/2020,70,8871,,,
region,Midlands,E12000004,05/11/2020,69,8801,,,
region,Midlands,E12000004,04/11/2020,74,8732,,,
region,Midlands,E12000004,03/11/2020,56,8658,,,
region,Midlands,E12000004,02/11/2020,75,8602,,,
region,Midlands,E12000004,01/11/2020,61,8527,,,
region,Midlands,E12000004,31/10/2020,62,8466,,,
region,Midlands,E12000004,30/10/2020,57,8404,,,
region,Midlands,E12000004,29/10/2020,46,8347,,,
region,Midlands,E12000004,28/10/2020,42,8301,,,
region,Midlands,E12000004,27/10/2020,51,8259,,,
region,Midlands,E12000004,26/10/2020,48,8208,,,
region,Midlands,E12000004,25/10/2020,39,8160,,,
region,Midlands,E12000004,24/10/2020,33,8121,,,
region,Midlands,E12000004,23/10/2020,43,8088,,,
region,Midlands,E12000004,22/10/2020,46,8045,,,
region,Midlands,E12000004,21/10/2020,23,7999,,,
region,Midlands,E12000004,20/10/2020,34,7976,,,
region,Midlands,E12000004,19/10/2020,20,7942,,,
region,Midlands,E12000004,18/10/2020,12,7922,,,
region,Midlands,E12000004,17/10/2020,32,7910,,,
region,Midlands,E12000004,16/10/2020,23,7878,,,
region,Midlands,E12000004,15/10/2020,26,7855,,,
region,Midlands,E12000004,14/10/2020,18,7829,,,
region,Midlands,E12000004,13/10/2020,18,7811,,,
region,Midlands,E12000004,12/10/2020,12,7793,,,
region,Midlands,E12000004,11/10/2020,20,7781,,,
region,Midlands,E12000004,10/10/2020,6,7761,,,
region,Midlands,E12000004,09/10/2020,7,7755,,,
region,Midlands,E12000004,08/10/2020,14,7748,,,
region,Midlands,E12000004,07/10/2020,9,7734,,,
region,Midlands,E12000004,06/10/2020,11,7725,,,
region,Midlands,E12000004,05/10/2020,8,7714,,,
region,Midlands,E12000004,04/10/2020,12,7706,,,
region,Midlands,E12000004,03/10/2020,12,7694,,,
region,Midlands,E12000004,02/10/2020,6,7682,,,
region,Midlands,E12000004,01/10/2020,10,7676,,,
region,Midlands,E12000004,30/09/2020,8,7666,,,
region,Midlands,E12000004,29/09/2020,6,7658,,,
region,Midlands,E12000004,28/09/2020,6,7652,,,
region,Midlands,E12000004,27/09/2020,10,7646,,,
region,Midlands,E12000004,26/09/2020,5,7636,,,
region,Midlands,E12000004,25/09/2020,7,7631,,,
region,Midlands,E12000004,24/09/2020,8,7624,,,
region,Midlands,E12000004,23/09/2020,13,7616,,,
region,Midlands,E12000004,22/09/2020,6,7603,,,
region,Midlands,E12000004,21/09/2020,6,7597,,,
region,Midlands,E12000004,20/09/2020,8,7591,,,
region,Midlands,E12000004,19/09/2020,4,7583,,,
region,Midlands,E12000004,18/09/2020,6,7579,,,
region,Midlands,E12000004,17/09/2020,2,7573,,,
region,Midlands,E12000004,16/09/2020,5,7571,,,
region,Midlands,E12000004,15/09/2020,2,7566,,,
region,Midlands,E12000004,14/09/2020,4,7564,,,
region,Midlands,E12000004,13/09/2020,4,7560,,,
region,Midlands,E12000004,12/09/2020,5,7556,,,
region,Midlands,E12000004,11/09/2020,1,7551,,,
region,Midlands,E12000004,10/09/2020,1,7550,,,
region,Midlands,E12000004,09/09/2020,1,7549,,,
region,Midlands,E12000004,08/09/2020,3,7548,,,
region,Midlands,E12000004,07/09/2020,3,7545,,,
region,Midlands,E12000004,06/09/2020,1,7542,,,
region,Midlands,E12000004,05/09/2020,0,7541,,,
region,Midlands,E12000004,04/09/2020,3,7541,,,
region,Midlands,E12000004,03/09/2020,0,7538,,,
region,Midlands,E12000004,02/09/2020,2,7538,,,
region,Midlands,E12000004,01/09/2020,1,7536,,,
region,Midlands,E12000004,31/08/2020,1,7535,,,
region,Midlands,E12000004,30/08/2020,3,7534,,,
region,Midlands,E12000004,29/08/2020,1,7531,,,
region,Midlands,E12000004,28/08/2020,1,7530,,,
region,Midlands,E12000004,27/08/2020,2,7529,,,
region,Midlands,E12000004,26/08/2020,4,7527,,,
region,Midlands,E12000004,25/08/2020,2,7523,,,
region,Midlands,E12000004,24/08/2020,0,7521,,,
region,Midlands,E12000004,23/08/2020,0,7521,,,
region,Midlands,E12000004,22/08/2020,1,7521,,,
region,Midlands,E12000004,21/08/2020,1,7520,,,
region,Midlands,E12000004,20/08/2020,1,7519,,,
region,Midlands,E12000004,19/08/2020,0,7518,,,
region,Midlands,E12000004,18/08/2020,0,7518,,,
region,Midlands,E12000004,17/08/2020,0,7518,,,
region,Midlands,E12000004,16/08/2020,0,7518,,,
region,Midlands,E12000004,15/08/2020,1,7518,,,
region,Midlands,E12000004,14/08/2020,1,7517,,,
region,Midlands,E12000004,13/08/2020,1,7516,,,
region,Midlands,E12000004,12/08/2020,1,7515,,,
region,Midlands,E12000004,11/08/2020,3,7514,,,
region,Midlands,E12000004,10/08/2020,2,7511,,,
region,Midlands,E12000004,09/08/2020,0,7509,,,
region,Midlands,E12000004,08/08/2020,2,7509,,,
region,Midlands,E12000004,07/08/2020,3,7507,,,
region,Midlands,E12000004,06/08/2020,0,7504,,,
region,Midlands,E12000004,05/08/2020,0,7504,,,
region,Midlands,E12000004,04/08/2020,4,7504,,,
region,Midlands,E12000004,03/08/2020,1,7500,,,
region,Midlands,E12000004,02/08/2020,2,7499,,,
region,Midlands,E12000004,01/08/2020,0,7497,,,
region,Midlands,E12000004,31/07/2020,1,7497,,,
region,Midlands,E12000004,30/07/2020,1,7496,,,
region,Midlands,E12000004,29/07/2020,1,7495,,,
region,Midlands,E12000004,28/07/2020,1,7494,,,
region,Midlands,E12000004,27/07/2020,3,7493,,,
region,Midlands,E12000004,26/07/2020,4,7490,,,
region,Midlands,E12000004,25/07/2020,5,7486,,,
region,Midlands,E12000004,24/07/2020,0,7481,,,
region,Midlands,E12000004,23/07/2020,4,7481,,,
region,Midlands,E12000004,22/07/2020,3,7477,,,
region,Midlands,E12000004,21/07/2020,6,7474,,,
region,Midlands,E12000004,20/07/2020,3,7468,,,
region,Midlands,E12000004,19/07/2020,3,7465,,,
region,Midlands,E12000004,18/07/2020,1,7462,,,
region,Midlands,E12000004,17/07/2020,3,7461,,,
region,Midlands,E12000004,16/07/2020,4,7458,,,
region,Midlands,E12000004,15/07/2020,6,7454,,,
region,Midlands,E12000004,14/07/2020,2,7448,,,
region,Midlands,E12000004,13/07/2020,2,7446,,,
region,Midlands,E12000004,12/07/2020,3,7444,,,
region,Midlands,E12000004,11/07/2020,2,7441,,,
region,Midlands,E12000004,10/07/2020,3,7439,,,
region,Midlands,E12000004,09/07/2020,11,7436,,,
region,Midlands,E12000004,08/07/2020,2,7425,,,
region,Midlands,E12000004,07/07/2020,6,7423,,,
region,Midlands,E12000004,06/07/2020,8,7417,,,
region,Midlands,E12000004,05/07/2020,6,7409,,,
region,Midlands,E12000004,04/07/2020,6,7403,,,
region,Midlands,E12000004,03/07/2020,5,7397,,,
region,Midlands,E12000004,02/07/2020,9,7392,,,
region,Midlands,E12000004,01/07/2020,5,7383,,,
region,Midlands,E12000004,30/06/2020,11,7378,,,
region,Midlands,E12000004,29/06/2020,8,7367,,,
region,Midlands,E12000004,28/06/2020,7,7359,,,
region,Midlands,E12000004,27/06/2020,10,7352,,,
region,Midlands,E12000004,26/06/2020,9,7342,,,
region,Midlands,E12000004,25/06/2020,22,7333,,,
region,Midlands,E12000004,24/06/2020,17,7311,,,
region,Midlands,E12000004,23/06/2020,16,7294,,,
region,Midlands,E12000004,22/06/2020,15,7278,,,
region,Midlands,E12000004,21/06/2020,13,7263,,,
region,Midlands,E12000004,20/06/2020,17,7250,,,
region,Midlands,E12000004,19/06/2020,15,7233,,,
region,Midlands,E12000004,18/06/2020,17,7218,,,
region,Midlands,E12000004,17/06/2020,13,7201,,,
region,Midlands,E12000004,16/06/2020,15,7188,,,
region,Midlands,E12000004,15/06/2020,17,7173,,,
region,Midlands,E12000004,14/06/2020,23,7156,,,
region,Midlands,E12000004,13/06/2020,9,7133,,,
region,Midlands,E12000004,12/06/2020,19,7124,,,
region,Midlands,E12000004,11/06/2020,20,7105,,,
region,Midlands,E12000004,10/06/2020,17,7085,,,
region,Midlands,E12000004,09/06/2020,22,7068,,,
region,Midlands,E12000004,08/06/2020,29,7046,,,
region,Midlands,E12000004,07/06/2020,22,7017,,,
region,Midlands,E12000004,06/06/2020,24,6995,,,
region,Midlands,E12000004,05/06/2020,24,6971,,,
region,Midlands,E12000004,04/06/2020,23,6947,,,
region,Midlands,E12000004,03/06/2020,30,6924,,,
region,Midlands,E12000004,02/06/2020,31,6894,,,
region,Midlands,E12000004,01/06/2020,23,6863,,,
region,Midlands,E12000004,31/05/2020,27,6840,,,
region,Midlands,E12000004,30/05/2020,26,6813,,,
region,Midlands,E12000004,29/05/2020,26,6787,,,
region,Midlands,E12000004,28/05/2020,35,6761,,,
region,Midlands,E12000004,27/05/2020,41,6726,,,
region,Midlands,E12000004,26/05/2020,48,6685,,,
region,Midlands,E12000004,25/05/2020,39,6637,,,
region,Midlands,E12000004,24/05/2020,29,6598,,,
region,Midlands,E12000004,23/05/2020,49,6569,,,
region,Midlands,E12000004,22/05/2020,45,6520,,,
region,Midlands,E12000004,21/05/2020,48,6475,,,
region,Midlands,E12000004,20/05/2020,49,6427,,,
region,Midlands,E12000004,19/05/2020,49,6378,,,
region,Midlands,E12000004,18/05/2020,60,6329,,,
region,Midlands,E12000004,17/05/2020,47,6269,,,
region,Midlands,E12000004,16/05/2020,62,6222,,,
region,Midlands,E12000004,15/05/2020,51,6160,,,
region,Midlands,E12000004,14/05/2020,62,6109,,,
region,Midlands,E12000004,13/05/2020,53,6047,,,
region,Midlands,E12000004,12/05/2020,64,5994,,,
region,Midlands,E12000004,11/05/2020,54,5930,,,
region,Midlands,E12000004,10/05/2020,58,5876,,,
region,Midlands,E12000004,09/05/2020,71,5818,,,
region,Midlands,E12000004,08/05/2020,66,5747,,,
region,Midlands,E12000004,07/05/2020,76,5681,,,
region,Midlands,E12000004,06/05/2020,81,5605,,,
region,Midlands,E12000004,05/05/2020,86,5524,,,
region,Midlands,E12000004,04/05/2020,89,5438,,,
region,Midlands,E12000004,03/05/2020,86,5349,,,
region,Midlands,E12000004,02/05/2020,81,5263,,,
region,Midlands,E12000004,01/05/2020,106,5182,,,
region,Midlands,E12000004,30/04/2020,98,5076,,,
region,Midlands,E12000004,29/04/2020,107,4978,,,
region,Midlands,E12000004,28/04/2020,93,4871,,,
region,Midlands,E12000004,27/04/2020,112,4778,,,
region,Midlands,E12000004,26/04/2020,127,4666,,,
region,Midlands,E12000004,25/04/2020,115,4539,,,
region,Midlands,E12000004,24/04/2020,108,4424,,,
region,Midlands,E12000004,23/04/2020,136,4316,,,
region,Midlands,E12000004,22/04/2020,106,4180,,,
region,Midlands,E12000004,21/04/2020,119,4074,,,
region,Midlands,E12000004,20/04/2020,141,3955,,,
region,Midlands,E12000004,19/04/2020,131,3814,,,
region,Midlands,E12000004,18/04/2020,145,3683,,,
region,Midlands,E12000004,17/04/2020,159,3538,,,
region,Midlands,E12000004,16/04/2020,120,3379,,,
region,Midlands,E12000004,15/04/2020,175,3259,,,
region,Midlands,E12000004,14/04/2020,143,3084,,,
region,Midlands,E12000004,13/04/2020,145,2941,,,
region,Midlands,E12000004,12/04/2020,164,2796,,,
region,Midlands,E12000004,11/04/2020,173,2632,,,
region,Midlands,E12000004,10/04/2020,160,2459,,,
region,Midlands,E12000004,09/04/2020,161,2299,,,
region,Midlands,E12000004,08/04/2020,202,2138,,,
region,Midlands,E12000004,07/04/2020,148,1936,,,
region,Midlands,E12000004,06/04/2020,168,1788,,,
region,Midlands,E12000004,05/04/2020,177,1620,,,
region,Midlands,E12000004,04/04/2020,160,1443,,,
region,Midlands,E12000004,03/04/2020,138,1283,,,
region,Midlands,E12000004,02/04/2020,165,1145,,,
region,Midlands,E12000004,01/04/2020,152,980,,,
region,Midlands,E12000004,31/03/2020,130,828,,,
region,Midlands,E12000004,30/03/2020,99,698,,,
region,Midlands,E12000004,29/03/2020,95,599,,,
region,Midlands,E12000004,28/03/2020,94,504,,,
region,Midlands,E12000004,27/03/2020,75,410,,,
region,Midlands,E12000004,26/03/2020,69,335,,,
region,Midlands,E12000004,25/03/2020,50,266,,,
region,Midlands,E12000004,24/03/2020,39,216,,,
region,Midlands,E12000004,23/03/2020,37,177,,,
region,Midlands,E12000004,22/03/2020,34,140,,,
region,Midlands,E12000004,21/03/2020,17,106,,,
region,Midlands,E12000004,20/03/2020,23,89,,,
region,Midlands,E12000004,19/03/2020,11,66,,,
region,Midlands,E12000004,18/03/2020,12,55,,,
region,Midlands,E12000004,17/03/2020,9,43,,,
region,Midlands,E12000004,16/03/2020,13,34,,,
region,Midlands,E12000004,15/03/2020,4,21,,,
region,Midlands,E12000004,14/03/2020,3,17,,,
region,Midlands,E12000004,13/03/2020,4,14,,,
region,Midlands,E12000004,12/03/2020,5,10,,,
region,Midlands,E12000004,11/03/2020,1,5,,,
region,Midlands,E12000004,10/03/2020,1,4,,,
region,Midlands,E12000004,09/03/2020,1,3,,,
region,Midlands,E12000004,08/03/2020,1,2,,,
region,Midlands,E12000004,07/03/2020,0,1,,,
region,Midlands,E12000004,06/03/2020,0,1,,,
region,Midlands,E12000004,05/03/2020,0,1,,,
region,Midlands,E12000004,04/03/2020,0,1,,,
region,Midlands,E12000004,03/03/2020,1,1,,,
region,London,E12000007,11/07/2022,4,20410,,,
region,London,E12000007,10/07/2022,6,20406,,,
region,London,E12000007,09/07/2022,10,20400,,,
region,London,E12000007,08/07/2022,8,20390,,,
region,London,E12000007,07/07/2022,12,20382,,,
region,London,E12000007,06/07/2022,7,20370,,,
region,London,E12000007,05/07/2022,10,20363,,,
region,London,E12000007,04/07/2022,8,20353,,,
region,London,E12000007,03/07/2022,11,20345,,,
region,London,E12000007,02/07/2022,14,20334,,,
region,London,E12000007,01/07/2022,5,20320,,,
region,London,E12000007,30/06/2022,7,20315,,,
region,London,E12000007,29/06/2022,11,20308,,,
region,London,E12000007,28/06/2022,3,20297,,,
region,London,E12000007,27/06/2022,7,20294,,,
region,London,E12000007,26/06/2022,6,20287,,,
region,London,E12000007,25/06/2022,9,20281,,,
region,London,E12000007,24/06/2022,5,20272,,,
region,London,E12000007,23/06/2022,8,20267,,,
region,London,E12000007,22/06/2022,7,20259,,,
region,London,E12000007,21/06/2022,7,20252,,,
region,London,E12000007,20/06/2022,6,20245,,,
region,London,E12000007,19/06/2022,7,20239,,,
region,London,E12000007,18/06/2022,5,20232,,,
region,London,E12000007,17/06/2022,5,20227,,,
region,London,E12000007,16/06/2022,7,20222,,,
region,London,E12000007,15/06/2022,4,20215,,,
region,London,E12000007,14/06/2022,7,20211,,,
region,London,E12000007,13/06/2022,3,20204,,,
region,London,E12000007,12/06/2022,3,20201,,,
region,London,E12000007,11/06/2022,3,20198,,,
region,London,E12000007,10/06/2022,6,20195,,,
region,London,E12000007,09/06/2022,6,20189,,,
region,London,E12000007,08/06/2022,6,20183,,,
region,London,E12000007,07/06/2022,4,20177,,,
region,London,E12000007,06/06/2022,6,20173,,,
region,London,E12000007,05/06/2022,2,20167,,,
region,London,E12000007,04/06/2022,7,20165,,,
region,London,E12000007,03/06/2022,2,20158,,,
region,London,E12000007,02/06/2022,4,20156,,,
region,London,E12000007,01/06/2022,2,20152,,,
region,London,E12000007,31/05/2022,4,20150,,,
region,London,E12000007,30/05/2022,7,20146,,,
region,London,E12000007,29/05/2022,3,20139,,,
region,London,E12000007,28/05/2022,4,20136,,,
region,London,E12000007,27/05/2022,10,20132,,,
region,London,E12000007,26/05/2022,5,20122,,,
region,London,E12000007,25/05/2022,4,20117,,,
region,London,E12000007,24/05/2022,2,20113,,,
region,London,E12000007,23/05/2022,7,20111,,,
region,London,E12000007,22/05/2022,5,20104,,,
region,London,E12000007,21/05/2022,7,20099,,,
region,London,E12000007,20/05/2022,6,20092,,,
region,London,E12000007,19/05/2022,4,20086,,,
region,London,E12000007,18/05/2022,5,20082,,,
region,London,E12000007,17/05/2022,7,20077,,,
region,London,E12000007,16/05/2022,4,20070,,,
region,London,E12000007,15/05/2022,2,20066,,,
region,London,E12000007,14/05/2022,6,20064,,,
region,London,E12000007,13/05/2022,9,20058,,,
region,London,E12000007,12/05/2022,6,20049,,,
region,London,E12000007,11/05/2022,5,20043,,,
region,London,E12000007,10/05/2022,13,20038,,,
region,London,E12000007,09/05/2022,3,20025,,,
region,London,E12000007,08/05/2022,6,20022,,,
region,London,E12000007,07/05/2022,5,20016,,,
region,London,E12000007,06/05/2022,5,20011,,,
region,London,E12000007,05/05/2022,9,20006,,,
region,London,E12000007,04/05/2022,4,19997,,,
region,London,E12000007,03/05/2022,15,19993,,,
region,London,E12000007,02/05/2022,7,19978,,,
region,London,E12000007,01/05/2022,15,19971,,,
region,London,E12000007,30/04/2022,11,19956,,,
region,London,E12000007,29/04/2022,6,19945,,,
region,London,E12000007,28/04/2022,11,19939,,,
region,London,E12000007,27/04/2022,9,19928,,,
region,London,E12000007,26/04/2022,8,19919,,,
region,London,E12000007,25/04/2022,11,19911,,,
region,London,E12000007,24/04/2022,11,19900,,,
region,London,E12000007,23/04/2022,14,19889,,,
region,London,E12000007,22/04/2022,4,19875,,,
region,London,E12000007,21/04/2022,12,19871,,,
region,London,E12000007,20/04/2022,14,19859,,,
region,London,E12000007,19/04/2022,14,19845,,,
region,London,E12000007,18/04/2022,26,19831,,,
region,London,E12000007,17/04/2022,14,19805,,,
region,London,E12000007,16/04/2022,17,19791,,,
region,London,E12000007,15/04/2022,17,19774,,,
region,London,E12000007,14/04/2022,21,19757,,,
region,London,E12000007,13/04/2022,20,19736,,,
region,London,E12000007,12/04/2022,16,19716,,,
region,London,E12000007,11/04/2022,22,19700,,,
region,London,E12000007,10/04/2022,15,19678,,,
region,London,E12000007,09/04/2022,13,19663,,,
region,London,E12000007,08/04/2022,15,19650,,,
region,London,E12000007,07/04/2022,17,19635,,,
region,London,E12000007,06/04/2022,25,19618,,,
region,London,E12000007,05/04/2022,20,19593,,,
region,London,E12000007,04/04/2022,10,19573,,,
region,London,E12000007,03/04/2022,18,19563,,,
region,London,E12000007,02/04/2022,18,19545,,,
region,London,E12000007,01/04/2022,16,19527,,,
region,London,E12000007,31/03/2022,19,19511,,,
region,London,E12000007,30/03/2022,17,19492,,,
region,London,E12000007,29/03/2022,17,19475,,,
region,London,E12000007,28/03/2022,10,19458,,,
region,London,E12000007,27/03/2022,8,19448,,,
region,London,E12000007,26/03/2022,12,19440,,,
region,London,E12000007,25/03/2022,17,19428,,,
region,London,E12000007,24/03/2022,15,19411,,,
region,London,E12000007,23/03/2022,11,19396,,,
region,London,E12000007,22/03/2022,20,19385,,,
region,London,E12000007,21/03/2022,11,19365,,,
region,London,E12000007,20/03/2022,11,19354,,,
region,London,E12000007,19/03/2022,12,19343,,,
region,London,E12000007,18/03/2022,8,19331,,,
region,London,E12000007,17/03/2022,17,19323,,,
region,London,E12000007,16/03/2022,13,19306,,,
region,London,E12000007,15/03/2022,8,19293,,,
region,London,E12000007,14/03/2022,11,19285,,,
region,London,E12000007,13/03/2022,9,19274,,,
region,London,E12000007,12/03/2022,12,19265,,,
region,London,E12000007,11/03/2022,11,19253,,,
region,London,E12000007,10/03/2022,11,19242,,,
region,London,E12000007,09/03/2022,8,19231,,,
region,London,E12000007,08/03/2022,10,19223,,,
region,London,E12000007,07/03/2022,8,19213,,,
