Region,Date,New Cases,New Cases (cumulative),Reinfections,Reinfections (cumulative),New Daily Deaths,New Daily Deaths (cumulative),New Hospital Admissions,New Hospital Admissions (cumulative),"New Vaccinations, 1st dose","New Vaccinations, 1st dose (cumulative)","New Vaccinations, 2nd dose","New Vaccinations, 2nd dose (cumulative)","New Vaccinations, Booster","New Vaccinations, Booster (cumulative)"
South East,06/12/2021,10123,1380085,172.0,11419.0,16.0,18996.0,120.0,66085.0,2284.0,7120272.0,3511.0,6534734.0,40151.0,2992024.0
South East,05/12/2021,7305,1369962,75.0,11247.0,14.0,18980.0,126.0,65965.0,2402.0,7117988.0,3970.0,6531223.0,43160.0,2951873.0
South East,04/12/2021,7166,1362657,77.0,11172.0,15.0,18966.0,90.0,65839.0,3984.0,7115586.0,6213.0,6527253.0,79482.0,2908713.0
South East,03/12/2021,8355,1355491,97.0,11095.0,18.0,18951.0,100.0,65749.0,2941.0,7111602.0,4574.0,6521040.0,59451.0,2829231.0
South East,02/12/2021,9198,1347136,117.0,10998.0,15.0,18933.0,147.0,65649.0,2809.0,7108661.0,4408.0,6516466.0,59222.0,2769780.0
South East,01/12/2021,10266,1337938,131.0,10881.0,13.0,18918.0,118.0,65502.0,2849.0,7105852.0,4650.0,6512058.0,57699.0,2710558.0
South East,30/11/2021,10139,1327672,122.0,10750.0,16.0,18905.0,123.0,65384.0,3047.0,7103003.0,4493.0,6507408.0,54364.0,2652859.0
South East,29/11/2021,10332,1317533,121.0,10628.0,8.0,18889.0,117.0,65261.0,2762.0,7099956.0,3940.0,6502915.0,39361.0,2598495.0
South East,28/11/2021,7353,1307201,74.0,10507.0,13.0,18881.0,103.0,65144.0,2683.0,7097194.0,4140.0,6498975.0,37791.0,2559134.0
South East,27/11/2021,6599,1299848,73.0,10433.0,11.0,18868.0,78.0,65041.0,3412.0,7094511.0,6214.0,6494835.0,79066.0,2521343.0
South East,26/11/2021,7204,1293249,79.0,10360.0,16.0,18857.0,97.0,64963.0,2802.0,7091099.0,4000.0,6488621.0,58933.0,2442277.0
South East,25/11/2021,8005,1286045,98.0,10281.0,11.0,18841.0,94.0,64866.0,2890.0,7088297.0,3696.0,6484621.0,58605.0,2383344.0
South East,24/11/2021,8554,1278040,102.0,10183.0,17.0,18830.0,115.0,64772.0,2630.0,7085407.0,3382.0,6480925.0,53176.0,2324739.0
South East,23/11/2021,8815,1269486,97.0,10081.0,13.0,18813.0,99.0,64657.0,3355.0,7082777.0,3093.0,6477543.0,52256.0,2271563.0
South East,22/11/2021,9094,1260671,127.0,9984.0,12.0,18800.0,98.0,64558.0,2402.0,7079422.0,2481.0,6474450.0,38471.0,2219307.0
South East,21/11/2021,6935,1251577,76.0,9857.0,9.0,18788.0,104.0,64460.0,1881.0,7077020.0,1890.0,6471969.0,33996.0,2180836.0
South East,20/11/2021,6243,1244642,62.0,9781.0,13.0,18779.0,78.0,64356.0,3800.0,7075139.0,3566.0,6470079.0,73917.0,2146840.0
South East,19/11/2021,6894,1238399,80.0,9719.0,14.0,18766.0,99.0,64278.0,3919.0,7071339.0,2793.0,6466513.0,56151.0,2072923.0
South East,18/11/2021,7483,1231505,79.0,9639.0,13.0,18752.0,103.0,64179.0,3983.0,7067420.0,2705.0,6463720.0,55621.0,2016772.0
South East,17/11/2021,7371,1224022,78.0,9560.0,16.0,18739.0,94.0,64076.0,3888.0,7063437.0,2612.0,6461015.0,53908.0,1961151.0
South East,16/11/2021,7374,1216651,87.0,9482.0,16.0,18723.0,106.0,63982.0,3963.0,7059549.0,2102.0,6458403.0,48726.0,1907243.0
South East,15/11/2021,8356,1209277,113.0,9395.0,16.0,18707.0,87.0,63876.0,3874.0,7055586.0,2145.0,6456301.0,36918.0,1858517.0
South East,14/11/2021,5770,1200921,45.0,9282.0,13.0,18691.0,114.0,63789.0,2192.0,7051712.0,1589.0,6454156.0,28583.0,1821599.0
South East,13/11/2021,5453,1195151,43.0,9237.0,16.0,18678.0,82.0,63675.0,4491.0,7049520.0,3871.0,6452567.0,76959.0,1793016.0
South East,12/11/2021,5762,1189698,60.0,9194.0,14.0,18662.0,116.0,63593.0,6208.0,7045029.0,2496.0,6448696.0,52366.0,1716057.0
South East,11/11/2021,6412,1183936,76.0,9134.0,9.0,18648.0,123.0,63477.0,5231.0,7038821.0,2694.0,6446200.0,50243.0,1663691.0
South East,10/11/2021,6641,1177524,59.0,9058.0,15.0,18639.0,108.0,63354.0,6290.0,7033590.0,2975.0,6443506.0,47705.0,1613448.0
South East,09/11/2021,6127,1170883,54.0,8999.0,14.0,18624.0,109.0,63246.0,6325.0,7027300.0,2590.0,6440531.0,47750.0,1565743.0
South East,08/11/2021,6215,1164756,75.0,8945.0,19.0,18610.0,115.0,63137.0,6231.0,7020975.0,2452.0,6437941.0,31955.0,1517993.0
South East,07/11/2021,4451,1158541,59.0,8870.0,19.0,18591.0,99.0,63022.0,2229.0,7014744.0,1673.0,6435489.0,29943.0,1486038.0
South East,06/11/2021,3846,1154090,44.0,8811.0,20.0,18572.0,92.0,62923.0,4523.0,7012515.0,3919.0,6433816.0,66637.0,1456095.0
South East,05/11/2021,4291,1150244,49.0,8767.0,21.0,18552.0,83.0,62831.0,8062.0,7007992.0,2805.0,6429897.0,45674.0,1389458.0
South East,04/11/2021,4662,1145953,40.0,8718.0,14.0,18531.0,95.0,62748.0,7382.0,6999930.0,2489.0,6427092.0,47002.0,1343784.0
South East,03/11/2021,4942,1141291,58.0,8678.0,11.0,18517.0,117.0,62653.0,7402.0,6992548.0,2632.0,6424603.0,44088.0,1296782.0
South East,02/11/2021,5346,1136349,58.0,8620.0,19.0,18506.0,137.0,62536.0,7451.0,6985146.0,2530.0,6421971.0,42442.0,1252694.0
South East,01/11/2021,6477,1131003,73.0,8562.0,24.0,18487.0,98.0,62399.0,6514.0,6977695.0,2436.0,6419441.0,31110.0,1210252.0
South East,31/10/2021,5110,1124526,53.0,8489.0,20.0,18463.0,108.0,62301.0,3458.0,6971181.0,1621.0,6417005.0,22405.0,1179142.0
South East,30/10/2021,5076,1119416,51.0,8436.0,20.0,18443.0,91.0,62193.0,5717.0,6967723.0,3875.0,6415384.0,60577.0,1156737.0
South East,29/10/2021,6173,1114340,46.0,8385.0,16.0,18423.0,92.0,62102.0,5380.0,6962006.0,2838.0,6411509.0,42011.0,1096160.0
South East,28/10/2021,6012,1108167,49.0,8339.0,21.0,18407.0,116.0,62010.0,5824.0,6956626.0,3139.0,6408671.0,40816.0,1054149.0
South East,27/10/2021,6448,1102155,65.0,8290.0,15.0,18386.0,124.0,61894.0,5936.0,6950802.0,3311.0,6405532.0,39386.0,1013333.0
South East,26/10/2021,6214,1095707,66.0,8225.0,14.0,18371.0,94.0,61770.0,4776.0,6944866.0,3250.0,6402221.0,39810.0,973947.0
South East,25/10/2021,6944,1089493,91.0,8159.0,11.0,18357.0,116.0,61676.0,4334.0,6940090.0,2695.0,6398971.0,25952.0,934137.0
South East,24/10/2021,5277,1082549,41.0,8068.0,10.0,18346.0,119.0,61560.0,3532.0,6935756.0,1986.0,6396276.0,22398.0,908185.0
South East,23/10/2021,5620,1077272,46.0,8027.0,13.0,18336.0,87.0,61441.0,4732.0,6932224.0,4672.0,6394290.0,59086.0,885787.0
South East,22/10/2021,6580,1071652,68.0,7981.0,8.0,18323.0,82.0,61354.0,8416.0,6927492.0,3110.0,6389618.0,41902.0,826701.0
South East,21/10/2021,7205,1065072,72.0,7913.0,10.0,18315.0,83.0,61272.0,9100.0,6919076.0,3213.0,6386508.0,43358.0,784799.0
South East,20/10/2021,7699,1057867,66.0,7841.0,14.0,18305.0,100.0,61189.0,7908.0,6909976.0,3239.0,6383295.0,35496.0,741441.0
South East,19/10/2021,8139,1050168,66.0,7775.0,13.0,18291.0,123.0,61089.0,7734.0,6902068.0,3579.0,6380056.0,33953.0,705945.0
South East,18/10/2021,8638,1042029,103.0,7709.0,10.0,18278.0,102.0,60966.0,7483.0,6894334.0,3235.0,6376477.0,23028.0,671992.0
South East,17/10/2021,6520,1033391,59.0,7606.0,10.0,18268.0,98.0,60864.0,1300.0,6886851.0,2371.0,6373242.0,20076.0,648964.0
South East,16/10/2021,5673,1026871,48.0,7547.0,5.0,18258.0,81.0,60766.0,2328.0,6885551.0,4968.0,6370871.0,52667.0,628888.0
South East,15/10/2021,6437,1021198,65.0,7499.0,14.0,18253.0,89.0,60685.0,7891.0,6883223.0,3511.0,6365903.0,30606.0,576221.0
South East,14/10/2021,6385,1014761,51.0,7434.0,13.0,18239.0,75.0,60596.0,9078.0,6875332.0,3607.0,6362392.0,36160.0,545615.0
South East,13/10/2021,6493,1008376,65.0,7383.0,9.0,18226.0,81.0,60521.0,7157.0,6866254.0,3443.0,6358785.0,30654.0,509455.0
South East,12/10/2021,6532,1001883,64.0,7318.0,5.0,18217.0,94.0,60440.0,8161.0,6859097.0,3970.0,6355342.0,31266.0,478801.0
South East,11/10/2021,6818,995351,62.0,7254.0,10.0,18212.0,77.0,60346.0,7355.0,6850936.0,3580.0,6351372.0,21642.0,447535.0
South East,10/10/2021,5135,988533,47.0,7192.0,8.0,18202.0,74.0,60269.0,1290.0,6843581.0,2943.0,6347792.0,18835.0,425893.0
South East,09/10/2021,4539,983398,45.0,7145.0,7.0,18194.0,50.0,60195.0,2446.0,6842291.0,5089.0,6344849.0,46767.0,407058.0
South East,08/10/2021,4810,978859,39.0,7100.0,6.0,18187.0,44.0,60145.0,6294.0,6839845.0,3634.0,6339760.0,33244.0,360291.0
South East,07/10/2021,4784,974049,42.0,7061.0,12.0,18181.0,56.0,60101.0,6959.0,6833551.0,3811.0,6336126.0,33498.0,327047.0
South East,06/10/2021,4914,969265,54.0,7019.0,9.0,18169.0,77.0,60045.0,6635.0,6826592.0,4090.0,6332315.0,30200.0,293549.0
South East,05/10/2021,4940,964351,61.0,6965.0,7.0,18160.0,52.0,59968.0,6881.0,6819957.0,3452.0,6328225.0,26025.0,263349.0
South East,04/10/2021,5674,959411,55.0,6904.0,9.0,18153.0,63.0,59916.0,5534.0,6813076.0,3881.0,6324773.0,18610.0,237324.0
South East,03/10/2021,4276,953737,35.0,6849.0,10.0,18144.0,57.0,59853.0,1641.0,6807542.0,2807.0,6320892.0,16190.0,218714.0
South East,02/10/2021,3527,949461,34.0,6814.0,5.0,18134.0,47.0,59796.0,2476.0,6805901.0,5254.0,6318085.0,40195.0,202524.0
South East,01/10/2021,3544,945934,30.0,6780.0,5.0,18129.0,44.0,59749.0,6222.0,6803425.0,4084.0,6312831.0,27636.0,162329.0
South East,30/09/2021,3826,942390,41.0,6750.0,5.0,18124.0,43.0,59705.0,7160.0,6797203.0,5235.0,6308747.0,24693.0,134693.0
South East,29/09/2021,4201,938564,40.0,6709.0,12.0,18119.0,55.0,59662.0,6996.0,6790043.0,5078.0,6303512.0,17896.0,110000.0
South East,28/09/2021,4180,934363,42.0,6669.0,9.0,18107.0,70.0,59607.0,7563.0,6783047.0,5192.0,6298434.0,17130.0,92104.0
South East,27/09/2021,5461,930183,63.0,6627.0,9.0,18098.0,55.0,59537.0,5066.0,6775484.0,4904.0,6293242.0,11758.0,74974.0
South East,26/09/2021,4422,924722,56.0,6564.0,8.0,18089.0,64.0,59482.0,1366.0,6770418.0,3208.0,6288338.0,8729.0,63216.0
South East,25/09/2021,3437,920300,41.0,6508.0,8.0,18081.0,33.0,59418.0,2486.0,6769052.0,7157.0,6285130.0,16820.0,54487.0
South East,24/09/2021,3506,916863,33.0,6467.0,12.0,18073.0,33.0,59385.0,5120.0,6766566.0,7384.0,6277973.0,13246.0,37667.0
South East,23/09/2021,3787,913357,57.0,6434.0,10.0,18061.0,57.0,59352.0,4360.0,6761446.0,6860.0,6270589.0,9193.0,24421.0
South East,22/09/2021,4058,909570,49.0,6377.0,7.0,18051.0,65.0,59295.0,2721.0,6757086.0,6478.0,6263729.0,6700.0,15228.0
South East,21/09/2021,4455,905512,44.0,6328.0,15.0,18044.0,64.0,59230.0,1906.0,6754365.0,6591.0,6257251.0,2172.0,8528.0
South East,20/09/2021,4593,901057,53.0,6284.0,7.0,18029.0,49.0,59166.0,2170.0,6752459.0,7510.0,6250660.0,699.0,6356.0
South East,19/09/2021,3525,896464,41.0,6231.0,5.0,18022.0,40.0,59117.0,1152.0,6750289.0,4579.0,6243150.0,243.0,5657.0
South East,18/09/2021,2883,892939,23.0,6190.0,11.0,18017.0,52.0,59077.0,3713.0,6749137.0,12775.0,6238571.0,1302.0,5414.0
South East,17/09/2021,3117,890056,40.0,6167.0,15.0,18006.0,40.0,59025.0,2242.0,6745424.0,8603.0,6225796.0,655.0,4112.0
South East,16/09/2021,2857,886939,21.0,6127.0,9.0,17991.0,63.0,58985.0,2434.0,6743182.0,10053.0,6217193.0,635.0,3457.0
South East,15/09/2021,3167,884082,25.0,6106.0,12.0,17982.0,83.0,58922.0,2403.0,6740748.0,9144.0,6207140.0,348.0,2822.0
South East,14/09/2021,3185,880915,30.0,6081.0,4.0,17970.0,74.0,58839.0,2337.0,6738345.0,9156.0,6197996.0,52.0,2474.0
South East,13/09/2021,3384,877730,51.0,6051.0,11.0,17966.0,77.0,58765.0,1834.0,6736008.0,8888.0,6188840.0,16.0,2422.0
South East,12/09/2021,2473,874346,17.0,6000.0,9.0,17955.0,70.0,58688.0,1507.0,6734174.0,6510.0,6179952.0,9.0,2406.0
South East,11/09/2021,2286,871873,19.0,5983.0,17.0,17946.0,66.0,58618.0,3820.0,6732667.0,14789.0,6173442.0,20.0,2397.0
South East,10/09/2021,2869,869587,36.0,5964.0,11.0,17929.0,65.0,58552.0,3133.0,6728847.0,13465.0,6158653.0,12.0,2377.0
South East,09/09/2021,3214,866718,44.0,5928.0,17.0,17918.0,82.0,58487.0,2654.0,6725714.0,14273.0,6145188.0,24.0,2365.0
South East,08/09/2021,3365,863504,46.0,5884.0,14.0,17901.0,91.0,58405.0,2781.0,6723060.0,13335.0,6130915.0,18.0,2341.0
South East,07/09/2021,3744,860139,37.0,5838.0,16.0,17887.0,108.0,58314.0,2462.0,6720279.0,11868.0,6117580.0,13.0,2323.0
South East,06/09/2021,4534,856395,68.0,5801.0,17.0,17871.0,90.0,58206.0,2442.0,6717817.0,11284.0,6105712.0,11.0,2310.0
South East,05/09/2021,3370,851861,38.0,5733.0,14.0,17854.0,76.0,58116.0,2568.0,6715375.0,11409.0,6094428.0,10.0,2299.0
South East,04/09/2021,3468,848491,38.0,5695.0,16.0,17840.0,74.0,58040.0,5781.0,6712807.0,20770.0,6083019.0,16.0,2289.0
South East,03/09/2021,4233,845023,45.0,5657.0,13.0,17824.0,53.0,57966.0,5048.0,6707026.0,17062.0,6062249.0,20.0,2273.0
South East,02/09/2021,4742,840790,55.0,5612.0,4.0,17811.0,105.0,57913.0,5354.0,6701978.0,16609.0,6045187.0,11.0,2253.0
South East,01/09/2021,5084,836048,39.0,5557.0,5.0,17807.0,119.0,57808.0,5941.0,6696624.0,17487.0,6028578.0,18.0,2242.0
South East,31/08/2021,5406,830964,67.0,5518.0,8.0,17802.0,98.0,57689.0,6680.0,6690683.0,19217.0,6011091.0,14.0,2224.0
South East,30/08/2021,3729,825558,42.0,5451.0,8.0,17794.0,91.0,57591.0,2650.0,6684003.0,8656.0,5991874.0,2.0,2210.0
South East,29/08/2021,2792,821829,33.0,5409.0,10.0,17786.0,84.0,57500.0,3179.0,6681353.0,11512.0,5983218.0,8.0,2208.0
South East,28/08/2021,3028,819037,28.0,5376.0,12.0,17776.0,74.0,57416.0,7218.0,6678174.0,20300.0,5971706.0,7.0,2200.0
South East,27/08/2021,3551,816009,38.0,5348.0,10.0,17764.0,81.0,57342.0,6823.0,6670956.0,19556.0,5951406.0,13.0,2193.0
South East,26/08/2021,3703,812458,45.0,5310.0,10.0,17754.0,87.0,57261.0,7167.0,6664133.0,21026.0,5931850.0,8.0,2180.0
South East,25/08/2021,4073,808755,41.0,5265.0,11.0,17744.0,86.0,57174.0,10114.0,6656966.0,21065.0,5910824.0,27.0,2172.0
South East,24/08/2021,4171,804682,54.0,5224.0,13.0,17733.0,86.0,57088.0,8526.0,6646852.0,21317.0,5889759.0,9.0,2145.0
South East,23/08/2021,4582,800511,45.0,5170.0,11.0,17720.0,93.0,57002.0,6607.0,6638326.0,17127.0,5868442.0,20.0,2136.0
South East,22/08/2021,3347,795929,32.0,5125.0,12.0,17709.0,83.0,56909.0,5442.0,6631719.0,15058.0,5851315.0,12.0,2116.0
South East,21/08/2021,3459,792582,37.0,5093.0,7.0,17697.0,95.0,56826.0,11519.0,6626277.0,31717.0,5836257.0,23.0,2104.0
South East,20/08/2021,4059,789123,40.0,5056.0,10.0,17690.0,71.0,56731.0,9191.0,6614758.0,24964.0,5804540.0,7.0,2081.0
South East,19/08/2021,4502,785064,60.0,5016.0,7.0,17680.0,93.0,56660.0,8523.0,6605567.0,27033.0,5779576.0,17.0,2074.0
South East,18/08/2021,5019,780562,59.0,4956.0,10.0,17673.0,92.0,56567.0,5531.0,6597044.0,22705.0,5752543.0,24.0,2057.0
South East,17/08/2021,5195,775543,80.0,4897.0,20.0,17663.0,115.0,56475.0,6142.0,6591513.0,20450.0,5729838.0,24.0,2033.0
South East,16/08/2021,4741,770348,62.0,4817.0,8.0,17643.0,86.0,56360.0,4654.0,6585371.0,18311.0,5709388.0,25.0,2009.0
South East,15/08/2021,3124,765607,35.0,4755.0,7.0,17635.0,88.0,56274.0,3489.0,6580717.0,16033.0,5691077.0,7.0,1984.0
South East,14/08/2021,3354,762483,33.0,4720.0,1.0,17628.0,68.0,56186.0,7682.0,6577228.0,32744.0,5675044.0,20.0,1977.0
South East,13/08/2021,3872,759129,39.0,4687.0,5.0,17627.0,59.0,56118.0,4336.0,6569546.0,23818.0,5642300.0,16.0,1957.0
South East,12/08/2021,4095,755257,46.0,4648.0,5.0,17622.0,79.0,56059.0,4878.0,6565210.0,28663.0,5618482.0,33.0,1941.0
South East,11/08/2021,4546,751162,60.0,4602.0,7.0,17617.0,73.0,55980.0,4710.0,6560332.0,24001.0,5589819.0,20.0,1908.0
South East,10/08/2021,4070,746616,44.0,4542.0,1.0,17610.0,74.0,55907.0,4070.0,6555622.0,21313.0,5565818.0,36.0,1888.0
South East,09/08/2021,3914,742546,38.0,4498.0,5.0,17609.0,71.0,55833.0,3217.0,6551552.0,19369.0,5544505.0,17.0,1852.0
South East,08/08/2021,2938,738632,37.0,4460.0,5.0,17604.0,68.0,55762.0,2800.0,6548335.0,18292.0,5525136.0,15.0,1835.0
South East,07/08/2021,2893,735694,38.0,4423.0,6.0,17599.0,44.0,55694.0,4356.0,6545535.0,33497.0,5506844.0,18.0,1820.0
South East,06/08/2021,3502,732801,36.0,4385.0,13.0,17593.0,58.0,55650.0,3409.0,6541179.0,23265.0,5473347.0,22.0,1802.0
South East,05/08/2021,3856,729299,42.0,4349.0,7.0,17580.0,54.0,55592.0,3493.0,6537770.0,24508.0,5450082.0,21.0,1780.0
South East,04/08/2021,4064,725443,47.0,4307.0,3.0,17573.0,74.0,55538.0,3641.0,6534277.0,21426.0,5425574.0,22.0,1759.0
South East,03/08/2021,3755,721379,59.0,4260.0,10.0,17570.0,87.0,55464.0,3469.0,6530636.0,20120.0,5404148.0,18.0,1737.0
South East,02/08/2021,3657,717624,44.0,4201.0,9.0,17560.0,81.0,55377.0,3252.0,6527167.0,17298.0,5384028.0,11.0,1719.0
South East,01/08/2021,2610,713967,28.0,4157.0,5.0,17551.0,59.0,55296.0,2423.0,6523915.0,12965.0,5366730.0,6.0,1708.0
South East,31/07/2021,2495,711357,27.0,4129.0,8.0,17546.0,50.0,55237.0,4895.0,6521492.0,29929.0,5353765.0,15.0,1702.0
South East,30/07/2021,3091,708862,33.0,4102.0,7.0,17538.0,74.0,55187.0,4470.0,6516597.0,23953.0,5323836.0,7.0,1687.0
South East,29/07/2021,3430,705771,38.0,4069.0,12.0,17531.0,87.0,55113.0,4676.0,6512127.0,23894.0,5299883.0,7.0,1680.0
South East,28/07/2021,3665,702341,35.0,4031.0,10.0,17519.0,81.0,55026.0,4572.0,6507451.0,20836.0,5275989.0,8.0,1673.0
South East,27/07/2021,3514,698676,49.0,3996.0,3.0,17509.0,99.0,54945.0,4353.0,6502879.0,18243.0,5255153.0,11.0,1665.0
South East,26/07/2021,3415,695162,35.0,3947.0,7.0,17506.0,83.0,54846.0,4442.0,6498526.0,18869.0,5236910.0,7.0,1654.0
South East,25/07/2021,2650,691747,37.0,3912.0,9.0,17499.0,79.0,54763.0,2469.0,6494084.0,15295.0,5218041.0,8.0,1647.0
South East,24/07/2021,2739,689097,25.0,3875.0,5.0,17490.0,67.0,54684.0,6280.0,6491615.0,33169.0,5202746.0,7.0,1639.0
South East,23/07/2021,3230,686358,46.0,3850.0,6.0,17485.0,61.0,54617.0,5946.0,6485335.0,30314.0,5169577.0,4.0,1632.0
South East,22/07/2021,3625,683128,45.0,3804.0,2.0,17479.0,86.0,54556.0,5404.0,6479389.0,24207.0,5139263.0,16.0,1628.0
South East,21/07/2021,4285,679503,47.0,3759.0,5.0,17477.0,76.0,54470.0,5802.0,6473985.0,25455.0,5115056.0,8.0,1612.0
South East,20/07/2021,4913,675218,73.0,3712.0,3.0,17472.0,80.0,54394.0,5998.0,6468183.0,25724.0,5089601.0,3.0,1604.0
South East,19/07/2021,5731,670305,64.0,3639.0,6.0,17469.0,74.0,54314.0,5621.0,6462185.0,19037.0,5063877.0,9.0,1601.0
South East,18/07/2021,4604,664574,46.0,3575.0,1.0,17463.0,64.0,54240.0,3982.0,6456564.0,17807.0,5044840.0,5.0,1592.0
South East,17/07/2021,4806,659970,51.0,3529.0,4.0,17462.0,72.0,54176.0,10399.0,6452582.0,36434.0,5027033.0,11.0,1587.0
South East,16/07/2021,6982,655164,73.0,3478.0,3.0,17458.0,48.0,54104.0,8616.0,6442183.0,31302.0,4990599.0,8.0,1576.0
South East,15/07/2021,7940,648182,80.0,3405.0,6.0,17455.0,64.0,54056.0,7876.0,6433567.0,28953.0,4959297.0,14.0,1568.0
South East,14/07/2021,6600,640242,74.0,3325.0,2.0,17449.0,57.0,53992.0,8036.0,6425691.0,27279.0,4930344.0,9.0,1554.0
South East,13/07/2021,5285,633642,64.0,3251.0,2.0,17447.0,43.0,53935.0,9252.0,6417655.0,22147.0,4903065.0,11.0,1545.0
South East,12/07/2021,4945,628357,48.0,3187.0,4.0,17445.0,61.0,53892.0,8347.0,6408403.0,20540.0,4880918.0,9.0,1534.0
South East,11/07/2021,3414,623412,28.0,3139.0,1.0,17441.0,44.0,53831.0,6470.0,6400056.0,15111.0,4860378.0,8.0,1525.0
South East,10/07/2021,3067,619998,27.0,3111.0,2.0,17440.0,35.0,53787.0,16051.0,6393586.0,31662.0,4845267.0,19.0,1517.0
South East,09/07/2021,3465,616931,44.0,3084.0,4.0,17438.0,30.0,53752.0,15788.0,6377535.0,24147.0,4813605.0,9.0,1498.0
South East,08/07/2021,3432,613466,50.0,3040.0,3.0,17434.0,35.0,53722.0,14507.0,6361747.0,22158.0,4789458.0,14.0,1489.0
South East,07/07/2021,3827,610034,55.0,2990.0,1.0,17431.0,47.0,53687.0,12446.0,6347240.0,18793.0,4767300.0,4.0,1475.0
South East,06/07/2021,3562,606207,42.0,2935.0,1.0,17430.0,49.0,53640.0,13546.0,6334794.0,18514.0,4748507.0,14.0,1471.0
South East,05/07/2021,3524,602645,52.0,2893.0,5.0,17429.0,34.0,53591.0,11446.0,6321248.0,19776.0,4729993.0,5.0,1457.0
South East,04/07/2021,2508,599121,27.0,2841.0,1.0,17424.0,35.0,53557.0,11636.0,6309802.0,15403.0,4710217.0,6.0,1452.0
South East,03/07/2021,2516,596613,38.0,2814.0,2.0,17423.0,28.0,53522.0,21891.0,6298166.0,32787.0,4694814.0,13.0,1446.0
South East,02/07/2021,2559,594097,33.0,2776.0,1.0,17421.0,22.0,53494.0,19762.0,6276275.0,25447.0,4662027.0,19.0,1433.0
South East,01/07/2021,2759,591538,48.0,2743.0,2.0,17420.0,23.0,53472.0,20138.0,6256513.0,26920.0,4636580.0,20.0,1414.0
South East,30/06/2021,2653,588779,26.0,2695.0,0.0,17418.0,35.0,53449.0,18791.0,6236375.0,20690.0,4609660.0,19.0,1394.0
South East,29/06/2021,2612,586126,42.0,2669.0,0.0,17418.0,27.0,53414.0,18535.0,6217584.0,17777.0,4588970.0,23.0,1375.0
South East,28/06/2021,2606,583514,51.0,2627.0,0.0,17418.0,22.0,53387.0,17175.0,6199049.0,16365.0,4571193.0,20.0,1352.0
South East,27/06/2021,1873,580908,29.0,2576.0,0.0,17418.0,16.0,53365.0,16841.0,6181874.0,12972.0,4554828.0,15.0,1332.0
South East,26/06/2021,1536,579035,35.0,2547.0,1.0,17418.0,8.0,53349.0,35576.0,6165033.0,33052.0,4541856.0,35.0,1317.0
South East,25/06/2021,1602,577499,32.0,2512.0,4.0,17417.0,11.0,53341.0,26532.0,6129457.0,21326.0,4508804.0,39.0,1282.0
South East,24/06/2021,1555,575897,26.0,2480.0,1.0,17413.0,14.0,53330.0,33117.0,6102925.0,20587.0,4487478.0,25.0,1243.0
South East,23/06/2021,1432,574342,29.0,2454.0,0.0,17412.0,13.0,53316.0,28646.0,6069808.0,20746.0,4466891.0,23.0,1218.0
South East,22/06/2021,1269,572910,27.0,2425.0,1.0,17412.0,18.0,53303.0,26629.0,6041162.0,19501.0,4446145.0,17.0,1195.0
South East,21/06/2021,1106,571641,18.0,2398.0,0.0,17411.0,6.0,53285.0,17624.0,6014533.0,16611.0,4426644.0,22.0,1178.0
South East,20/06/2021,763,570535,11.0,2380.0,1.0,17411.0,18.0,53279.0,21365.0,5996909.0,13288.0,4410033.0,9.0,1156.0
South East,19/06/2021,614,569772,7.0,2369.0,1.0,17410.0,9.0,53261.0,45503.0,5975544.0,32808.0,4396745.0,30.0,1147.0
South East,18/06/2021,856,569158,23.0,2362.0,1.0,17409.0,5.0,53252.0,31748.0,5930041.0,30596.0,4363937.0,23.0,1117.0
South East,17/06/2021,844,568302,27.0,2339.0,1.0,17408.0,9.0,53247.0,33211.0,5898293.0,31995.0,4333341.0,26.0,1094.0
South East,16/06/2021,963,567458,23.0,2312.0,0.0,17407.0,6.0,53238.0,27594.0,5865082.0,30904.0,4301346.0,23.0,1068.0
South East,15/06/2021,865,566495,20.0,2289.0,1.0,17407.0,12.0,53232.0,25618.0,5837488.0,29896.0,4270442.0,30.0,1045.0
South East,14/06/2021,856,565630,21.0,2269.0,0.0,17406.0,13.0,53220.0,18397.0,5811870.0,27816.0,4240546.0,17.0,1015.0
South East,13/06/2021,576,564774,11.0,2248.0,3.0,17406.0,12.0,53207.0,17775.0,5793473.0,23105.0,4212730.0,7.0,998.0
South East,12/06/2021,520,564198,9.0,2237.0,0.0,17403.0,5.0,53195.0,37093.0,5775698.0,47807.0,4189625.0,28.0,991.0
South East,11/06/2021,613,563678,16.0,2228.0,0.0,17403.0,7.0,53190.0,26633.0,5738605.0,43537.0,4141818.0,20.0,963.0
South East,10/06/2021,689,563065,19.0,2212.0,3.0,17403.0,8.0,53183.0,28459.0,5711972.0,43553.0,4098281.0,33.0,943.0
South East,09/06/2021,648,562376,15.0,2193.0,0.0,17400.0,8.0,53175.0,25854.0,5683513.0,44321.0,4054728.0,26.0,910.0
South East,08/06/2021,580,561728,23.0,2178.0,2.0,17400.0,13.0,53167.0,22000.0,5657659.0,40766.0,4010407.0,19.0,884.0
South East,07/06/2021,614,561148,13.0,2155.0,0.0,17398.0,6.0,53154.0,14573.0,5635659.0,43687.0,3969641.0,20.0,865.0
South East,06/06/2021,477,560534,9.0,2142.0,2.0,17398.0,9.0,53148.0,14820.0,5621086.0,34016.0,3925954.0,11.0,845.0
