areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
overview,United Kingdom,K02000001,2021-01-10,37174,3224268,37105,3217779,69,6489
overview,United Kingdom,K02000001,2021-01-09,40035,3187094,39952,3180674,83,6420
overview,United Kingdom,K02000001,2021-01-08,48104,3147059,47958,3140722,146,6337
overview,United Kingdom,K02000001,2021-01-07,53187,3098955,53040,3092764,147,6191
overview,United Kingdom,K02000001,2021-01-06,58783,3045768,58627,3039724,156,6044
overview,United Kingdom,K02000001,2021-01-05,66635,2986985,66434,2981097,201,5888
overview,United Kingdom,K02000001,2021-01-04,77970,2920350,77772,2914663,198,5687
overview,United Kingdom,K02000001,2021-01-03,56332,2842380,56245,2836891,87,5489
overview,United Kingdom,K02000001,2021-01-02,61654,2786048,61558,2780646,96,5402
overview,United Kingdom,K02000001,2021-01-01,32482,2724394,32428,2719088,54,5306
overview,United Kingdom,K02000001,2020-12-31,53945,2691912,53860,2686660,85,5252
overview,United Kingdom,K02000001,2020-12-30,72161,2637967,72010,2632800,151,5167
overview,United Kingdom,K02000001,2020-12-29,83088,2565806,82928,2560790,160,5016
overview,United Kingdom,K02000001,2020-12-28,46407,2482718,46344,2477862,63,4856
overview,United Kingdom,K02000001,2020-12-27,48519,2436311,48457,2431518,62,4793
overview,United Kingdom,K02000001,2020-12-26,41109,2387792,41062,2383061,47,4731
overview,United Kingdom,K02000001,2020-12-25,14419,2346683,14395,2341999,24,4684
overview,United Kingdom,K02000001,2020-12-24,32391,2332264,32337,2327604,54,4660
overview,United Kingdom,K02000001,2020-12-23,42936,2299873,42862,2295267,74,4606
overview,United Kingdom,K02000001,2020-12-22,46475,2256937,46374,2252405,101,4532
overview,United Kingdom,K02000001,2020-12-21,48192,2210462,48117,2206031,75,4431
overview,United Kingdom,K02000001,2020-12-20,33064,2162270,33020,2157914,44,4356
overview,United Kingdom,K02000001,2020-12-19,25589,2129206,25552,2124894,37,4312
overview,United Kingdom,K02000001,2020-12-18,36417,2103617,36358,2099342,59,4275
overview,United Kingdom,K02000001,2020-12-17,34440,2067200,34379,2062984,61,4216
overview,United Kingdom,K02000001,2020-12-16,35438,2032760,35378,2028605,60,4155
overview,United Kingdom,K02000001,2020-12-15,34414,1997322,34360,1993227,54,4095
overview,United Kingdom,K02000001,2020-12-14,35221,1962908,35144,1958867,77,4041
overview,United Kingdom,K02000001,2020-12-13,22279,1927687,22236,1923723,43,3964
overview,United Kingdom,K02000001,2020-12-12,19592,1905408,19552,1901487,40,3921
overview,United Kingdom,K02000001,2020-12-11,24425,1885816,24373,1881935,52,3881
overview,United Kingdom,K02000001,2020-12-10,22927,1861391,22880,1857562,47,3829
overview,United Kingdom,K02000001,2020-12-09,21937,1838464,21878,1834682,59,3782
overview,United Kingdom,K02000001,2020-12-08,21096,1816527,21048,1812804,48,3723
overview,United Kingdom,K02000001,2020-12-07,21645,1795431,21590,1791756,55,3675
overview,United Kingdom,K02000001,2020-12-06,13765,1773786,13737,1770166,28,3620
overview,United Kingdom,K02000001,2020-12-05,12917,1760021,12905,1756429,12,3592
overview,United Kingdom,K02000001,2020-12-04,15866,1747104,15836,1743524,30,3580
overview,United Kingdom,K02000001,2020-12-03,15926,1731238,15879,1727688,47,3550
overview,United Kingdom,K02000001,2020-12-02,16748,1715312,16709,1711809,39,3503
overview,United Kingdom,K02000001,2020-12-01,16746,1698564,16699,1695100,47,3464
overview,United Kingdom,K02000001,2020-11-30,18265,1681818,18230,1678401,35,3417
overview,United Kingdom,K02000001,2020-11-29,10874,1663553,10854,1660171,20,3382
overview,United Kingdom,K02000001,2020-11-28,11105,1652679,11085,1649317,20,3362
overview,United Kingdom,K02000001,2020-11-27,14597,1641574,14568,1638232,29,3342
overview,United Kingdom,K02000001,2020-11-26,14817,1626977,14781,1623664,36,3313
overview,United Kingdom,K02000001,2020-11-25,16857,1612160,16823,1608883,34,3277
overview,United Kingdom,K02000001,2020-11-24,16705,1595303,16668,1592060,37,3243
overview,United Kingdom,K02000001,2020-11-23,19082,1578598,19046,1575392,36,3206
overview,United Kingdom,K02000001,2020-11-22,11913,1559516,11898,1556346,15,3170
overview,United Kingdom,K02000001,2020-11-21,12556,1547603,12541,1544448,15,3155
overview,United Kingdom,K02000001,2020-11-20,17134,1535047,17100,1531907,34,3140
overview,United Kingdom,K02000001,2020-11-19,18074,1517913,18042,1514807,32,3106
overview,United Kingdom,K02000001,2020-11-18,21118,1499839,21075,1496765,43,3074
overview,United Kingdom,K02000001,2020-11-17,23531,1478721,23494,1475690,37,3031
overview,United Kingdom,K02000001,2020-11-16,27006,1455190,26969,1452196,37,2994
overview,United Kingdom,K02000001,2020-11-15,16258,1428184,16243,1425227,15,2957
overview,United Kingdom,K02000001,2020-11-14,18258,1411926,18238,1408984,20,2942
overview,United Kingdom,K02000001,2020-11-13,24438,1393668,24407,1390746,31,2922
overview,United Kingdom,K02000001,2020-11-12,24876,1369230,24837,1366339,39,2891
overview,United Kingdom,K02000001,2020-11-11,27792,1344354,27749,1341502,43,2852
overview,United Kingdom,K02000001,2020-11-10,27828,1316562,27782,1313753,46,2809
overview,United Kingdom,K02000001,2020-11-09,31556,1288734,31503,1285971,53,2763
overview,United Kingdom,K02000001,2020-11-08,20252,1257178,20228,1254468,24,2710
overview,United Kingdom,K02000001,2020-11-07,18784,1236926,18767,1234240,17,2686
overview,United Kingdom,K02000001,2020-11-06,23714,1218142,23674,1215473,40,2669
overview,United Kingdom,K02000001,2020-11-05,24102,1194428,24056,1191799,46,2629
overview,United Kingdom,K02000001,2020-11-04,24055,1170326,24017,1167743,38,2583
overview,United Kingdom,K02000001,2020-11-03,25989,1146271,25939,1143726,50,2545
overview,United Kingdom,K02000001,2020-11-02,32003,1120282,31955,1117787,48,2495
overview,United Kingdom,K02000001,2020-11-01,16001,1088279,15976,1085832,25,2447
overview,United Kingdom,K02000001,2020-10-31,16702,1072278,16680,1069856,22,2422
overview,United Kingdom,K02000001,2020-10-30,22896,1055576,22864,1053176,32,2400
overview,United Kingdom,K02000001,2020-10-29,23649,1032680,23608,1030312,41,2368
overview,United Kingdom,K02000001,2020-10-28,23907,1009031,23876,1006704,31,2327
overview,United Kingdom,K02000001,2020-10-27,24360,985124,24331,982828,29,2296
overview,United Kingdom,K02000001,2020-10-26,26807,960764,26779,958497,28,2267
overview,United Kingdom,K02000001,2020-10-25,15905,933957,15893,931718,12,2239
overview,United Kingdom,K02000001,2020-10-24,16464,918052,16445,915825,19,2227
overview,United Kingdom,K02000001,2020-10-23,21714,901588,21678,899380,36,2208
overview,United Kingdom,K02000001,2020-10-22,23497,879874,23473,877702,24,2172
overview,United Kingdom,K02000001,2020-10-21,25785,856377,25754,854229,31,2148
overview,United Kingdom,K02000001,2020-10-20,25680,830592,25631,828475,49,2117
overview,United Kingdom,K02000001,2020-10-19,25926,804912,25892,802844,34,2068
overview,United Kingdom,K02000001,2020-10-18,14330,778986,14309,776952,21,2034
overview,United Kingdom,K02000001,2020-10-17,14888,764656,14870,762643,18,2013
overview,United Kingdom,K02000001,2020-10-16,17938,749768,17900,747773,38,1995
overview,United Kingdom,K02000001,2020-10-15,18639,731830,18599,729873,40,1957
overview,United Kingdom,K02000001,2020-10-14,19933,713191,19906,711274,27,1917
overview,United Kingdom,K02000001,2020-10-13,19135,693258,19100,691368,35,1890
overview,United Kingdom,K02000001,2020-10-12,19710,674123,19681,672268,29,1855
overview,United Kingdom,K02000001,2020-10-11,12213,654413,12203,652587,10,1826
overview,United Kingdom,K02000001,2020-10-10,12652,642200,12636,640384,16,1816
overview,United Kingdom,K02000001,2020-10-09,15903,629548,15869,627748,34,1800
overview,United Kingdom,K02000001,2020-10-08,18427,613645,18404,611879,23,1766
overview,United Kingdom,K02000001,2020-10-07,18575,595218,18544,593475,31,1743
overview,United Kingdom,K02000001,2020-10-06,17250,576643,17219,574931,31,1712
overview,United Kingdom,K02000001,2020-10-05,16755,559393,16716,557712,39,1681
overview,United Kingdom,K02000001,2020-10-04,11954,542638,11945,540996,9,1642
overview,United Kingdom,K02000001,2020-10-03,11667,530684,11657,529051,10,1633
overview,United Kingdom,K02000001,2020-10-02,13854,519017,13823,517394,31,1623
overview,United Kingdom,K02000001,2020-10-01,13358,505163,13327,503571,31,1592
overview,United Kingdom,K02000001,2020-09-30,12717,491805,12683,490244,34,1561
overview,United Kingdom,K02000001,2020-09-29,10367,479088,10325,477561,42,1527
overview,United Kingdom,K02000001,2020-09-28,9983,468721,9963,467236,20,1485
overview,United Kingdom,K02000001,2020-09-27,7023,458738,7012,457273,11,1465
overview,United Kingdom,K02000001,2020-09-26,6810,451715,6802,450261,8,1454
overview,United Kingdom,K02000001,2020-09-25,7318,444905,7299,443459,19,1446
overview,United Kingdom,K02000001,2020-09-24,7682,437587,7658,436160,24,1427
overview,United Kingdom,K02000001,2020-09-23,7096,429905,7072,428502,24,1403
overview,United Kingdom,K02000001,2020-09-22,6441,422809,6418,421430,23,1379
overview,United Kingdom,K02000001,2020-09-21,5627,416368,5611,415012,16,1356
overview,United Kingdom,K02000001,2020-09-20,5340,410741,5333,409401,7,1340
overview,United Kingdom,K02000001,2020-09-19,4889,405401,4884,404068,5,1333
overview,United Kingdom,K02000001,2020-09-18,4973,400512,4946,399184,27,1328
overview,United Kingdom,K02000001,2020-09-17,4675,395539,4653,394238,22,1301
overview,United Kingdom,K02000001,2020-09-16,4399,390864,4371,389585,28,1279
overview,United Kingdom,K02000001,2020-09-15,3551,386465,3521,385214,30,1251
overview,United Kingdom,K02000001,2020-09-14,3428,382914,3399,381693,29,1221
overview,United Kingdom,K02000001,2020-09-13,2154,379486,2147,378294,7,1192
overview,United Kingdom,K02000001,2020-09-12,2670,377332,2659,376147,11,1185
overview,United Kingdom,K02000001,2020-09-11,3324,374662,3294,373488,30,1174
overview,United Kingdom,K02000001,2020-09-10,3628,371338,3606,370194,22,1144
overview,United Kingdom,K02000001,2020-09-09,3365,367710,3343,366588,22,1122
overview,United Kingdom,K02000001,2020-09-08,3370,364345,3330,363245,40,1100
overview,United Kingdom,K02000001,2020-09-07,3931,360975,3878,359915,53,1060
overview,United Kingdom,K02000001,2020-09-06,2465,357044,2455,356037,10,1007
overview,United Kingdom,K02000001,2020-09-05,2551,354579,2544,353582,7,997
overview,United Kingdom,K02000001,2020-09-04,3092,352028,3057,351038,35,990
overview,United Kingdom,K02000001,2020-09-03,3152,348936,3105,347981,47,955
overview,United Kingdom,K02000001,2020-09-02,3077,345784,3015,344876,62,908
overview,United Kingdom,K02000001,2020-09-01,2288,342707,2267,341861,21,846
overview,United Kingdom,K02000001,2020-08-31,1513,340419,1506,339594,7,825
overview,United Kingdom,K02000001,2020-08-30,1171,338906,1167,338088,4,818
overview,United Kingdom,K02000001,2020-08-29,1230,337735,1225,336921,5,814
overview,United Kingdom,K02000001,2020-08-28,1632,336505,1621,335696,11,809
overview,United Kingdom,K02000001,2020-08-27,1591,334873,1563,334075,28,798
overview,United Kingdom,K02000001,2020-08-26,1388,333282,1359,332512,29,770
overview,United Kingdom,K02000001,2020-08-25,1270,331894,1250,331153,20,741
overview,United Kingdom,K02000001,2020-08-24,1301,330624,1289,329903,12,721
overview,United Kingdom,K02000001,2020-08-23,831,329323,828,328614,3,709
overview,United Kingdom,K02000001,2020-08-22,842,328492,836,327786,6,706
overview,United Kingdom,K02000001,2020-08-21,1218,327650,1198,326950,20,700
overview,United Kingdom,K02000001,2020-08-20,1498,326432,1470,325752,28,680
overview,United Kingdom,K02000001,2020-08-19,1282,324934,1258,324282,24,652
overview,United Kingdom,K02000001,2020-08-18,1116,323652,1099,323024,17,628
overview,United Kingdom,K02000001,2020-08-17,1298,322536,1286,321925,12,611
overview,United Kingdom,K02000001,2020-08-16,602,321238,596,320639,6,599
overview,United Kingdom,K02000001,2020-08-15,714,320636,710,320043,4,593
overview,United Kingdom,K02000001,2020-08-14,1185,319922,1164,319333,21,589
overview,United Kingdom,K02000001,2020-08-13,1156,318737,1149,318169,7,568
overview,United Kingdom,K02000001,2020-08-12,1242,317581,1221,317020,21,561
overview,United Kingdom,K02000001,2020-08-11,1378,316339,1348,315799,30,540
overview,United Kingdom,K02000001,2020-08-10,1499,314961,1482,314451,17,510
overview,United Kingdom,K02000001,2020-08-09,627,313462,622,312969,5,493
overview,United Kingdom,K02000001,2020-08-08,710,312835,704,312347,6,488
overview,United Kingdom,K02000001,2020-08-07,973,312125,958,311643,15,482
overview,United Kingdom,K02000001,2020-08-06,1105,311152,1089,310685,16,467
overview,United Kingdom,K02000001,2020-08-05,1092,310047,1067,309596,25,451
overview,United Kingdom,K02000001,2020-08-04,1065,308955,1037,308529,28,426
overview,United Kingdom,K02000001,2020-08-03,1060,307890,1042,307492,18,398
overview,United Kingdom,K02000001,2020-08-02,564,306830,558,306450,6,380
overview,United Kingdom,K02000001,2020-08-01,559,306266,552,305892,7,374
overview,United Kingdom,K02000001,2020-07-31,697,305707,686,305340,11,367
overview,United Kingdom,K02000001,2020-07-30,946,305010,926,304654,20,356
overview,United Kingdom,K02000001,2020-07-29,1062,304064,1043,303728,19,336
overview,United Kingdom,K02000001,2020-07-28,856,303002,836,302685,20,317
overview,United Kingdom,K02000001,2020-07-27,869,302146,857,301849,12,297
overview,United Kingdom,K02000001,2020-07-26,563,301277,560,300992,3,285
overview,United Kingdom,K02000001,2020-07-25,530,300714,527,300432,3,282
overview,United Kingdom,K02000001,2020-07-24,774,300184,764,299905,10,279
overview,United Kingdom,K02000001,2020-07-23,808,299410,803,299141,5,269
overview,United Kingdom,K02000001,2020-07-22,816,298602,804,298338,12,264
overview,United Kingdom,K02000001,2020-07-21,788,297786,776,297534,12,252
overview,United Kingdom,K02000001,2020-07-20,830,296998,817,296758,13,240
overview,United Kingdom,K02000001,2020-07-19,448,296168,443,295941,5,227
overview,United Kingdom,K02000001,2020-07-18,505,295720,499,295498,6,222
overview,United Kingdom,K02000001,2020-07-17,582,295215,578,294999,4,216
overview,United Kingdom,K02000001,2020-07-16,712,294633,704,294421,8,212
overview,United Kingdom,K02000001,2020-07-15,777,293921,771,293717,6,204
overview,United Kingdom,K02000001,2020-07-14,705,293144,698,292946,7,198
overview,United Kingdom,K02000001,2020-07-13,740,292439,736,292248,4,191
overview,United Kingdom,K02000001,2020-07-12,366,291699,364,291512,2,187
overview,United Kingdom,K02000001,2020-07-11,459,291333,455,291148,4,185
overview,United Kingdom,K02000001,2020-07-10,568,290874,563,290693,5,181
overview,United Kingdom,K02000001,2020-07-09,722,290306,713,290130,9,176
overview,United Kingdom,K02000001,2020-07-08,713,289584,705,289417,8,167
overview,United Kingdom,K02000001,2020-07-07,609,288871,602,288712,7,159
overview,United Kingdom,K02000001,2020-07-06,714,288262,706,288110,8,152
overview,United Kingdom,K02000001,2020-07-05,558,287548,556,287404,2,144
overview,United Kingdom,K02000001,2020-07-04,399,286990,398,286848,1,142
overview,United Kingdom,K02000001,2020-07-03,568,286591,563,286450,5,141
overview,United Kingdom,K02000001,2020-07-02,606,286023,601,285887,5,136
overview,United Kingdom,K02000001,2020-07-01,652,285417,647,285286,5,131
overview,United Kingdom,K02000001,2020-06-30,623,284765,618,284639,5,126
overview,United Kingdom,K02000001,2020-06-29,724,284142,718,284021,6,121
overview,United Kingdom,K02000001,2020-06-28,449,283418,446,283303,3,115
overview,United Kingdom,K02000001,2020-06-27,653,282969,648,282857,5,112
overview,United Kingdom,K02000001,2020-06-26,666,282316,665,282209,1,107
overview,United Kingdom,K02000001,2020-06-25,726,281650,724,281544,2,106
overview,United Kingdom,K02000001,2020-06-24,777,280924,774,280820,3,104
overview,United Kingdom,K02000001,2020-06-23,883,280147,877,280046,6,101
overview,United Kingdom,K02000001,2020-06-22,899,279264,892,279169,7,95
overview,United Kingdom,K02000001,2020-06-21,636,278365,634,278277,2,88
overview,United Kingdom,K02000001,2020-06-20,683,277729,681,277643,2,86
overview,United Kingdom,K02000001,2020-06-19,993,277046,988,276962,5,84
overview,United Kingdom,K02000001,2020-06-18,1022,276053,1022,275974,0,79
overview,United Kingdom,K02000001,2020-06-17,1017,275031,1012,274952,5,79
overview,United Kingdom,K02000001,2020-06-16,1103,274014,1098,273940,5,74
overview,United Kingdom,K02000001,2020-06-15,1045,272911,1043,272842,2,69
overview,United Kingdom,K02000001,2020-06-14,826,271866,826,271799,0,67
overview,United Kingdom,K02000001,2020-06-13,886,271040,884,270973,2,67
overview,United Kingdom,K02000001,2020-06-12,1053,270154,1052,270089,1,65
overview,United Kingdom,K02000001,2020-06-11,1013,269101,1006,269037,7,64
overview,United Kingdom,K02000001,2020-06-10,1196,268088,1193,268031,3,57
overview,United Kingdom,K02000001,2020-06-09,1165,266892,1162,266838,3,54
overview,United Kingdom,K02000001,2020-06-08,1099,265727,1097,265676,2,51
overview,United Kingdom,K02000001,2020-06-07,722,264628,721,264579,1,49
overview,United Kingdom,K02000001,2020-06-06,804,263906,801,263858,3,48
overview,United Kingdom,K02000001,2020-06-05,1123,263102,1120,263057,3,45
overview,United Kingdom,K02000001,2020-06-04,1249,261979,1248,261937,1,42
overview,United Kingdom,K02000001,2020-06-03,1369,260730,1365,260689,4,41
overview,United Kingdom,K02000001,2020-06-02,1492,259361,1489,259324,3,37
overview,United Kingdom,K02000001,2020-06-01,1439,257869,1438,257835,1,34
overview,United Kingdom,K02000001,2020-05-31,1080,256430,1080,256397,0,33
overview,United Kingdom,K02000001,2020-05-30,1132,255350,1129,255317,3,33
overview,United Kingdom,K02000001,2020-05-29,1531,254218,1528,254188,3,30
overview,United Kingdom,K02000001,2020-05-28,1757,252687,1753,252660,4,27
overview,United Kingdom,K02000001,2020-05-27,1825,250930,1823,250907,2,23
overview,United Kingdom,K02000001,2020-05-26,2070,249105,2069,249084,1,21
overview,United Kingdom,K02000001,2020-05-25,1625,247035,1622,247015,3,20
overview,United Kingdom,K02000001,2020-05-24,1373,245410,1370,245393,3,17
overview,United Kingdom,K02000001,2020-05-23,1532,244037,1529,244023,3,14
overview,United Kingdom,K02000001,2020-05-22,2057,242505,2056,242494,1,11
overview,United Kingdom,K02000001,2020-05-21,2567,240448,2565,240438,2,10
overview,United Kingdom,K02000001,2020-05-20,2719,237881,2719,237873,0,8
overview,United Kingdom,K02000001,2020-05-19,3063,235162,3060,235154,3,8
overview,United Kingdom,K02000001,2020-05-18,2581,232099,2577,232094,4,5
overview,United Kingdom,K02000001,2020-05-17,1837,229518,1837,229517,0,1
overview,United Kingdom,K02000001,2020-05-16,2082,227681,2081,227680,1,1
overview,United Kingdom,K02000001,2020-05-15,2530,225599,2530,225599,,
overview,United Kingdom,K02000001,2020-05-14,2630,223069,2630,223069,,
overview,United Kingdom,K02000001,2020-05-13,3330,220439,3330,220439,,
overview,United Kingdom,K02000001,2020-05-12,3410,217109,3410,217109,,
overview,United Kingdom,K02000001,2020-05-11,3612,213699,3612,213699,,
overview,United Kingdom,K02000001,2020-05-10,2337,210087,2337,210087,,
overview,United Kingdom,K02000001,2020-05-09,2170,207750,2170,207750,,
overview,United Kingdom,K02000001,2020-05-08,3064,205580,3064,205580,,
overview,United Kingdom,K02000001,2020-05-07,3787,202516,3787,202516,,
overview,United Kingdom,K02000001,2020-05-06,3832,198729,3832,198729,,
overview,United Kingdom,K02000001,2020-05-05,3686,194897,3686,194897,,
overview,United Kingdom,K02000001,2020-05-04,3398,191211,3398,191211,,
overview,United Kingdom,K02000001,2020-05-03,3002,187813,3002,187813,,
overview,United Kingdom,K02000001,2020-05-02,3258,184811,3258,184811,,
overview,United Kingdom,K02000001,2020-05-01,4766,181553,4766,181553,,
overview,United Kingdom,K02000001,2020-04-30,4961,176787,4961,176787,,
overview,United Kingdom,K02000001,2020-04-29,5433,171826,5433,171826,,
overview,United Kingdom,K02000001,2020-04-28,4719,166393,4719,166393,,
overview,United Kingdom,K02000001,2020-04-27,4739,161674,4739,161674,,
overview,United Kingdom,K02000001,2020-04-26,3476,156935,3476,156935,,
overview,United Kingdom,K02000001,2020-04-25,3757,153459,3757,153459,,
overview,United Kingdom,K02000001,2020-04-24,4961,149702,4961,149702,,
overview,United Kingdom,K02000001,2020-04-23,5167,144741,5167,144741,,
overview,United Kingdom,K02000001,2020-04-22,5517,139574,5517,139574,,
overview,United Kingdom,K02000001,2020-04-21,4795,134057,4795,134057,,
overview,United Kingdom,K02000001,2020-04-20,4441,129262,4441,129262,,
overview,United Kingdom,K02000001,2020-04-19,3881,124821,3881,124821,,
overview,United Kingdom,K02000001,2020-04-18,4744,120940,4744,120940,,
overview,United Kingdom,K02000001,2020-04-17,4977,116196,4977,116196,,
overview,United Kingdom,K02000001,2020-04-16,5292,111219,5292,111219,,
overview,United Kingdom,K02000001,2020-04-15,5070,105927,5070,105927,,
overview,United Kingdom,K02000001,2020-04-14,4335,100857,4335,100857,,
overview,United Kingdom,K02000001,2020-04-13,4203,96522,4203,96522,,
overview,United Kingdom,K02000001,2020-04-12,3507,92319,3507,92319,,
overview,United Kingdom,K02000001,2020-04-11,3585,88812,3585,88812,,
overview,United Kingdom,K02000001,2020-04-10,4327,85227,4327,85227,,
overview,United Kingdom,K02000001,2020-04-09,4875,80900,4875,80900,,
overview,United Kingdom,K02000001,2020-04-08,5146,76025,5146,76025,,
overview,United Kingdom,K02000001,2020-04-07,5477,70879,5477,70879,,
overview,United Kingdom,K02000001,2020-04-06,5273,65402,5273,65402,,
overview,United Kingdom,K02000001,2020-04-05,3556,60129,3556,60129,,
overview,United Kingdom,K02000001,2020-04-04,3976,56573,3976,56573,,
overview,United Kingdom,K02000001,2020-04-03,4852,52597,4852,52597,,
overview,United Kingdom,K02000001,2020-04-02,4824,47745,4824,47745,,
overview,United Kingdom,K02000001,2020-04-01,4891,42921,4891,42921,,
overview,United Kingdom,K02000001,2020-03-31,4463,38030,4463,38030,,
overview,United Kingdom,K02000001,2020-03-30,4195,33567,4195,33567,,
overview,United Kingdom,K02000001,2020-03-29,2818,29372,2818,29372,,
overview,United Kingdom,K02000001,2020-03-28,2774,26554,2774,26554,,
overview,United Kingdom,K02000001,2020-03-27,3154,23780,3154,23780,,
overview,United Kingdom,K02000001,2020-03-26,3039,20626,3039,20626,,
overview,United Kingdom,K02000001,2020-03-25,2666,17587,2666,17587,,
overview,United Kingdom,K02000001,2020-03-24,2354,14921,2354,14921,,
overview,United Kingdom,K02000001,2020-03-23,2290,12567,2290,12567,,
overview,United Kingdom,K02000001,2020-03-22,1363,10277,1363,10277,,
overview,United Kingdom,K02000001,2020-03-21,1181,8914,1181,8914,,
overview,United Kingdom,K02000001,2020-03-20,1252,7733,1252,7733,,
overview,United Kingdom,K02000001,2020-03-19,1042,6481,1042,6481,,
overview,United Kingdom,K02000001,2020-03-18,981,5439,981,5439,,
overview,United Kingdom,K02000001,2020-03-17,783,4458,783,4458,,
overview,United Kingdom,K02000001,2020-03-16,602,3675,602,3675,,
overview,United Kingdom,K02000001,2020-03-15,441,3073,441,3073,,
overview,United Kingdom,K02000001,2020-03-14,352,2632,352,2632,,
overview,United Kingdom,K02000001,2020-03-13,478,2280,478,2280,,
overview,United Kingdom,K02000001,2020-03-12,484,1802,484,1802,,
overview,United Kingdom,K02000001,2020-03-11,403,1318,403,1318,,
overview,United Kingdom,K02000001,2020-03-10,265,915,265,915,,
overview,United Kingdom,K02000001,2020-03-09,148,650,148,650,,
overview,United Kingdom,K02000001,2020-03-08,55,502,55,502,,
overview,United Kingdom,K02000001,2020-03-07,68,447,68,447,,
overview,United Kingdom,K02000001,2020-03-06,83,379,83,379,,
overview,United Kingdom,K02000001,2020-03-05,49,296,49,296,,
overview,United Kingdom,K02000001,2020-03-04,56,247,56,247,,
overview,United Kingdom,K02000001,2020-03-03,57,191,57,191,,
overview,United Kingdom,K02000001,2020-03-02,41,134,41,134,,
overview,United Kingdom,K02000001,2020-03-01,20,93,20,93,,
overview,United Kingdom,K02000001,2020-02-29,4,73,4,73,,
overview,United Kingdom,K02000001,2020-02-28,12,69,12,69,,
overview,United Kingdom,K02000001,2020-02-27,8,57,8,57,,
overview,United Kingdom,K02000001,2020-02-26,2,49,2,49,,
overview,United Kingdom,K02000001,2020-02-25,3,47,3,47,,
overview,United Kingdom,K02000001,2020-02-24,2,44,2,44,,
overview,United Kingdom,K02000001,2020-02-23,6,42,6,42,,
overview,United Kingdom,K02000001,2020-02-22,0,36,0,36,,
overview,United Kingdom,K02000001,2020-02-21,2,36,2,36,,
overview,United Kingdom,K02000001,2020-02-20,0,34,0,34,,
overview,United Kingdom,K02000001,2020-02-19,0,34,0,34,,
overview,United Kingdom,K02000001,2020-02-18,0,34,0,34,,
overview,United Kingdom,K02000001,2020-02-17,1,34,1,34,,
overview,United Kingdom,K02000001,2020-02-16,0,33,0,33,,
overview,United Kingdom,K02000001,2020-02-15,0,33,0,33,,
overview,United Kingdom,K02000001,2020-02-14,0,33,0,33,,
overview,United Kingdom,K02000001,2020-02-13,1,33,1,33,,
overview,United Kingdom,K02000001,2020-02-12,1,32,1,32,,
overview,United Kingdom,K02000001,2020-02-11,4,31,4,31,,
overview,United Kingdom,K02000001,2020-02-10,1,27,1,27,,
overview,United Kingdom,K02000001,2020-02-09,1,26,1,26,,
overview,United Kingdom,K02000001,2020-02-08,3,25,3,25,,
overview,United Kingdom,K02000001,2020-02-07,0,22,0,22,,
overview,United Kingdom,K02000001,2020-02-06,0,22,0,22,,
overview,United Kingdom,K02000001,2020-02-05,1,22,1,22,,
overview,United Kingdom,K02000001,2020-02-04,0,21,0,21,,
overview,United Kingdom,K02000001,2020-02-03,19,21,19,21,,
overview,United Kingdom,K02000001,2020-02-02,1,2,1,2,,
overview,United Kingdom,K02000001,2020-02-01,0,1,0,1,,
overview,United Kingdom,K02000001,2020-01-31,0,1,0,1,,
overview,United Kingdom,K02000001,2020-01-30,1,1,1,1,,
