areaType,areaName,areaCode,date,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedThirdInjectionByVaccinationDate,cumPeopleVaccinatedThirdInjectionByVaccinationDate
region,South East,E12000008,06/05/2022,463,7345298,1296,7006441,1971,5710733
region,South East,E12000008,05/05/2022,386,7344835,956,7005145,1753,5708762
region,South East,E12000008,04/05/2022,376,7344449,1100,7004189,1989,5707009
region,South East,E12000008,03/05/2022,430,7344073,1058,7003089,1818,5705020
region,South East,E12000008,02/05/2022,205,7343643,473,7002031,528,5703202
region,South East,E12000008,01/05/2022,384,7343438,855,7001558,981,5702674
region,South East,E12000008,30/04/2022,1026,7343054,3040,7000703,3011,5701693
region,South East,E12000008,29/04/2022,474,7342028,1308,6997663,2054,5698682
region,South East,E12000008,28/04/2022,448,7341554,1138,6996355,1884,5696628
region,South East,E12000008,27/04/2022,495,7341106,1177,6995217,1970,5694744
region,South East,E12000008,26/04/2022,458,7340611,930,6994040,1672,5692774
region,South East,E12000008,25/04/2022,396,7340153,964,6993110,1542,5691102
region,South East,E12000008,24/04/2022,540,7339757,1267,6992146,1224,5689560
region,South East,E12000008,23/04/2022,1143,7339217,3136,6990879,3289,5688336
region,South East,E12000008,22/04/2022,683,7338074,1543,6987743,1976,5685047
region,South East,E12000008,21/04/2022,828,7337391,1713,6986200,2108,5683071
region,South East,E12000008,20/04/2022,666,7336563,1503,6984487,2132,5680963
region,South East,E12000008,19/04/2022,701,7335897,1520,6982984,1946,5678831
region,South East,E12000008,18/04/2022,241,7335196,529,6981464,534,5676885
region,South East,E12000008,17/04/2022,177,7334955,437,6980935,415,5676351
region,South East,E12000008,16/04/2022,751,7334778,1952,6980498,1856,5675936
region,South East,E12000008,15/04/2022,473,7334027,863,6978546,944,5674080
region,South East,E12000008,14/04/2022,816,7333554,1728,6977683,2059,5673136
region,South East,E12000008,13/04/2022,728,7332738,1715,6975955,2264,5671077
region,South East,E12000008,12/04/2022,752,7332010,1478,6974240,2041,5668813
region,South East,E12000008,11/04/2022,700,7331258,1576,6972762,2135,5666772
region,South East,E12000008,10/04/2022,555,7330558,1293,6971186,1465,5664637
region,South East,E12000008,09/04/2022,1077,7330003,2956,6969893,3323,5663172
region,South East,E12000008,08/04/2022,644,7328926,1565,6966937,2292,5659849
region,South East,E12000008,07/04/2022,597,7328282,1559,6965372,2068,5657557
region,South East,E12000008,06/04/2022,541,7327685,1365,6963813,2047,5655489
region,South East,E12000008,05/04/2022,462,7327144,1124,6962448,1750,5653442
region,South East,E12000008,04/04/2022,494,7326682,1302,6961324,1873,5651692
region,South East,E12000008,03/04/2022,388,7326188,1386,6960022,1399,5649819
region,South East,E12000008,02/04/2022,764,7325800,2769,6958636,2676,5648420
region,South East,E12000008,01/04/2022,437,7325036,1321,6955867,1855,5645744
region,South East,E12000008,31/03/2022,525,7324599,1847,6954546,2070,5643889
region,South East,E12000008,30/03/2022,467,7324074,1779,6952699,2297,5641819
region,South East,E12000008,29/03/2022,405,7323607,1515,6950920,1684,5639522
region,South East,E12000008,28/03/2022,364,7323202,1360,6949405,1711,5637838
region,South East,E12000008,27/03/2022,268,7322838,1137,6948045,1036,5636127
region,South East,E12000008,26/03/2022,909,7322570,3543,6946908,3329,5635091
region,South East,E12000008,25/03/2022,549,7321661,1734,6943365,2148,5631762
region,South East,E12000008,24/03/2022,537,7321112,1729,6941631,2184,5629614
region,South East,E12000008,23/03/2022,537,7320575,1865,6939902,2621,5627430
region,South East,E12000008,22/03/2022,509,7320038,1667,6938037,2104,5624809
region,South East,E12000008,21/03/2022,497,7319529,1564,6936370,1773,5622705
region,South East,E12000008,20/03/2022,400,7319032,1649,6934806,1964,5620932
region,South East,E12000008,19/03/2022,937,7318632,3563,6933157,3923,5618968
region,South East,E12000008,18/03/2022,570,7317695,1983,6929594,2384,5615045
region,South East,E12000008,17/03/2022,558,7317125,1955,6927611,2200,5612661
region,South East,E12000008,16/03/2022,622,7316567,2317,6925656,2453,5610461
region,South East,E12000008,15/03/2022,551,7315945,1790,6923339,2060,5608008
region,South East,E12000008,14/03/2022,454,7315394,1390,6921549,1897,5605948
region,South East,E12000008,13/03/2022,407,7314940,1786,6920159,1935,5604051
region,South East,E12000008,12/03/2022,1030,7314533,3672,6918373,4228,5602116
region,South East,E12000008,11/03/2022,593,7313503,2063,6914701,2635,5597888
region,South East,E12000008,10/03/2022,732,7312910,2623,6912638,2380,5595253
region,South East,E12000008,09/03/2022,760,7312178,2259,6910015,2395,5592873
region,South East,E12000008,08/03/2022,587,7311418,1851,6907756,1934,5590478
region,South East,E12000008,07/03/2022,524,7310831,1661,6905905,1805,5588544
region,South East,E12000008,06/03/2022,378,7310307,1555,6904244,1778,5586739
region,South East,E12000008,05/03/2022,1042,7309929,3193,6902689,4581,5584961
region,South East,E12000008,04/03/2022,712,7308887,2190,6899496,2526,5580380
region,South East,E12000008,03/03/2022,747,7308175,2295,6897306,2663,5577854
region,South East,E12000008,02/03/2022,743,7307428,2080,6895011,2734,5575191
region,South East,E12000008,01/03/2022,663,7306685,2129,6892931,2182,5572457
region,South East,E12000008,28/02/2022,737,7306022,2295,6890802,2171,5570275
region,South East,E12000008,27/02/2022,479,7305285,1653,6888507,2080,5568104
region,South East,E12000008,26/02/2022,1209,7304806,3408,6886854,4665,5566024
region,South East,E12000008,25/02/2022,871,7303597,2011,6883446,2732,5561359
region,South East,E12000008,24/02/2022,946,7302726,2200,6881435,3305,5558627
region,South East,E12000008,23/02/2022,986,7301780,2501,6879235,3175,5555322
region,South East,E12000008,22/02/2022,797,7300794,2106,6876734,2895,5552147
region,South East,E12000008,21/02/2022,746,7299997,2044,6874628,2632,5549252
region,South East,E12000008,20/02/2022,461,7299251,1266,6872584,1634,5546620
region,South East,E12000008,19/02/2022,1346,7298790,3635,6871318,5106,5544986
region,South East,E12000008,18/02/2022,394,7297444,849,6867683,1554,5539880
region,South East,E12000008,17/02/2022,1153,7297050,3389,6866834,3554,5538326
region,South East,E12000008,16/02/2022,1070,7295897,3265,6863445,3396,5534772
region,South East,E12000008,15/02/2022,991,7294827,2800,6860180,3227,5531376
region,South East,E12000008,14/02/2022,648,7293836,2147,6857380,2544,5528149
region,South East,E12000008,13/02/2022,581,7293188,1568,6855233,2063,5525605
region,South East,E12000008,12/02/2022,1833,7292607,4114,6853665,6420,5523542
region,South East,E12000008,11/02/2022,1367,7290774,4116,6849551,4271,5517122
region,South East,E12000008,10/02/2022,1348,7289407,4260,6845435,3548,5512851
region,South East,E12000008,09/02/2022,1335,7288059,4100,6841175,3592,5509303
region,South East,E12000008,08/02/2022,1176,7286724,3479,6837075,2924,5505711
region,South East,E12000008,07/02/2022,1155,7285548,3740,6833596,3337,5502787
region,South East,E12000008,06/02/2022,700,7284393,2146,6829856,2466,5499450
region,South East,E12000008,05/02/2022,1775,7283693,4559,6827710,6006,5496984
region,South East,E12000008,04/02/2022,1320,7281918,4235,6823151,4205,5490978
region,South East,E12000008,03/02/2022,1622,7280598,4277,6818916,4315,5486773
region,South East,E12000008,02/02/2022,1476,7278976,4373,6814639,4993,5482458
region,South East,E12000008,01/02/2022,1577,7277500,4467,6810266,4377,5477465
region,South East,E12000008,31/01/2022,1348,7275923,3474,6805799,4628,5473088
region,South East,E12000008,30/01/2022,1370,7274575,3543,6802325,4938,5468460
region,South East,E12000008,29/01/2022,2511,7273205,6050,6798782,9679,5463522
region,South East,E12000008,28/01/2022,1892,7270694,5774,6792732,6771,5453843
region,South East,E12000008,27/01/2022,2060,7268802,5049,6786958,7065,5447072
region,South East,E12000008,26/01/2022,1971,7266742,5241,6781909,7601,5440007
region,South East,E12000008,25/01/2022,1658,7264771,4619,6776668,6588,5432406
region,South East,E12000008,24/01/2022,1750,7263113,5062,6772049,7520,5425818
region,South East,E12000008,23/01/2022,1841,7261363,3859,6766987,6499,5418298
region,South East,E12000008,22/01/2022,2880,7259522,6691,6763128,11339,5411799
region,South East,E12000008,21/01/2022,2384,7256642,5836,6756437,9305,5400460
region,South East,E12000008,20/01/2022,2877,7254258,6527,6750601,8575,5391155
region,South East,E12000008,19/01/2022,2018,7251381,4886,6744074,8179,5382580
region,South East,E12000008,18/01/2022,2241,7249363,5086,6739188,8335,5374401
region,South East,E12000008,17/01/2022,2196,7247122,4482,6734102,8832,5366066
region,South East,E12000008,16/01/2022,2609,7244926,4024,6729620,7315,5357234
region,South East,E12000008,15/01/2022,4113,7242317,7314,6725596,17809,5349919
region,South East,E12000008,14/01/2022,2688,7238204,4844,6718282,15179,5332110
region,South East,E12000008,13/01/2022,2921,7235516,6903,6713438,14593,5316931
region,South East,E12000008,12/01/2022,2593,7232595,5163,6706535,18518,5302338
region,South East,E12000008,11/01/2022,2221,7230002,4659,6701372,19669,5283820
region,South East,E12000008,10/01/2022,2433,7227781,4760,6696713,21443,5264151
region,South East,E12000008,09/01/2022,2983,7225348,4204,6691953,21894,5242708
region,South East,E12000008,08/01/2022,4456,7222365,6922,6687749,40891,5220814
region,South East,E12000008,07/01/2022,2839,7217909,4419,6680827,33599,5179923
region,South East,E12000008,06/01/2022,3241,7215070,4618,6676408,36195,5146324
region,South East,E12000008,05/01/2022,3029,7211829,4732,6671790,34212,5110129
region,South East,E12000008,04/01/2022,2994,7208800,5366,6667058,34088,5075917
region,South East,E12000008,03/01/2022,3066,7205806,4848,6661692,26182,5041829
region,South East,E12000008,02/01/2022,1769,7202740,2808,6656844,22641,5015647
region,South East,E12000008,01/01/2022,349,7200971,518,6654036,4000,4993006
region,South East,E12000008,31/12/2021,2392,7200622,3821,6653518,27945,4989006
region,South East,E12000008,30/12/2021,4451,7198230,6462,6649697,62546,4961061
region,South East,E12000008,29/12/2021,4240,7193779,6480,6643235,67467,4898515
region,South East,E12000008,28/12/2021,3548,7189539,4874,6636755,54487,4831048
region,South East,E12000008,27/12/2021,2400,7185991,3466,6631881,43477,4776561
region,South East,E12000008,26/12/2021,129,7183591,195,6628415,1913,4733084
region,South East,E12000008,25/12/2021,28,7183462,32,6628220,364,4731171
region,South East,E12000008,24/12/2021,1246,7183434,1953,6628188,25445,4730807
region,South East,E12000008,23/12/2021,4174,7182188,6393,6626235,92521,4705362
region,South East,E12000008,22/12/2021,4942,7178014,7886,6619842,136822,4612841
region,South East,E12000008,21/12/2021,4503,7173072,6958,6611956,155126,4476019
region,South East,E12000008,20/12/2021,4279,7168569,6316,6604998,133883,4320893
region,South East,E12000008,19/12/2021,4426,7164290,5659,6598682,138521,4187010
region,South East,E12000008,18/12/2021,5077,7159864,6690,6593023,152669,4048489
region,South East,E12000008,17/12/2021,4175,7154787,5777,6586333,134801,3895820
region,South East,E12000008,16/12/2021,4005,7150612,5209,6580556,123842,3761019
region,South East,E12000008,15/12/2021,3589,7146607,5201,6575347,103643,3637177
region,South East,E12000008,14/12/2021,2860,7143018,4442,6570146,90195,3533534
region,South East,E12000008,13/12/2021,2835,7140158,3959,6565704,65199,3443339
region,South East,E12000008,12/12/2021,2721,7137323,3913,6561745,56485,3378140
region,South East,E12000008,11/12/2021,3609,7134602,6095,6557832,87925,3321655
region,South East,E12000008,10/12/2021,2570,7130993,4338,6551737,63316,3233730
region,South East,E12000008,09/12/2021,3134,7128423,4817,6547399,67323,3170414
region,South East,E12000008,08/12/2021,2461,7125289,4102,6542582,56295,3103091
region,South East,E12000008,07/12/2021,2556,7122828,3746,6538480,54772,3046796
region,South East,E12000008,06/12/2021,2284,7120272,3511,6534734,40151,2992024
region,South East,E12000008,05/12/2021,2402,7117988,3970,6531223,43160,2951873
region,South East,E12000008,04/12/2021,3984,7115586,6213,6527253,79482,2908713
region,South East,E12000008,03/12/2021,2941,7111602,4574,6521040,59451,2829231
region,South East,E12000008,02/12/2021,2809,7108661,4408,6516466,59222,2769780
region,South East,E12000008,01/12/2021,2849,7105852,4650,6512058,57699,2710558
region,South East,E12000008,30/11/2021,3047,7103003,4493,6507408,54364,2652859
region,South East,E12000008,29/11/2021,2762,7099956,3940,6502915,39361,2598495
region,South East,E12000008,28/11/2021,2683,7097194,4140,6498975,37791,2559134
region,South East,E12000008,27/11/2021,3412,7094511,6214,6494835,79066,2521343
region,South East,E12000008,26/11/2021,2802,7091099,4000,6488621,58933,2442277
region,South East,E12000008,25/11/2021,2890,7088297,3696,6484621,58605,2383344
region,South East,E12000008,24/11/2021,2630,7085407,3382,6480925,53176,2324739
region,South East,E12000008,23/11/2021,3355,7082777,3093,6477543,52256,2271563
region,South East,E12000008,22/11/2021,2402,7079422,2481,6474450,38471,2219307
region,South East,E12000008,21/11/2021,1881,7077020,1890,6471969,33996,2180836
region,South East,E12000008,20/11/2021,3800,7075139,3566,6470079,73917,2146840
region,South East,E12000008,19/11/2021,3919,7071339,2793,6466513,56151,2072923
region,South East,E12000008,18/11/2021,3983,7067420,2705,6463720,55621,2016772
region,South East,E12000008,17/11/2021,3888,7063437,2612,6461015,53908,1961151
region,South East,E12000008,16/11/2021,3963,7059549,2102,6458403,48726,1907243
region,South East,E12000008,15/11/2021,3874,7055586,2145,6456301,36918,1858517
region,South East,E12000008,14/11/2021,2192,7051712,1589,6454156,28583,1821599
region,South East,E12000008,13/11/2021,4491,7049520,3871,6452567,76959,1793016
region,South East,E12000008,12/11/2021,6208,7045029,2496,6448696,52366,1716057
region,South East,E12000008,11/11/2021,5231,7038821,2694,6446200,50243,1663691
region,South East,E12000008,10/11/2021,6290,7033590,2975,6443506,47705,1613448
region,South East,E12000008,09/11/2021,6325,7027300,2590,6440531,47750,1565743
region,South East,E12000008,08/11/2021,6231,7020975,2452,6437941,31955,1517993
region,South East,E12000008,07/11/2021,2229,7014744,1673,6435489,29943,1486038
region,South East,E12000008,06/11/2021,4523,7012515,3919,6433816,66637,1456095
region,South East,E12000008,05/11/2021,8062,7007992,2805,6429897,45674,1389458
region,South East,E12000008,04/11/2021,7382,6999930,2489,6427092,47002,1343784
region,South East,E12000008,03/11/2021,7402,6992548,2632,6424603,44088,1296782
region,South East,E12000008,02/11/2021,7451,6985146,2530,6421971,42442,1252694
region,South East,E12000008,01/11/2021,6514,6977695,2436,6419441,31110,1210252
region,South East,E12000008,31/10/2021,3458,6971181,1621,6417005,22405,1179142
region,South East,E12000008,30/10/2021,5717,6967723,3875,6415384,60577,1156737
region,South East,E12000008,29/10/2021,5380,6962006,2838,6411509,42011,1096160
region,South East,E12000008,28/10/2021,5824,6956626,3139,6408671,40816,1054149
region,South East,E12000008,27/10/2021,5936,6950802,3311,6405532,39386,1013333
region,South East,E12000008,26/10/2021,4776,6944866,3250,6402221,39810,973947
region,South East,E12000008,25/10/2021,4334,6940090,2695,6398971,25952,934137
region,South East,E12000008,24/10/2021,3532,6935756,1986,6396276,22398,908185
region,South East,E12000008,23/10/2021,4732,6932224,4672,6394290,59086,885787
region,South East,E12000008,22/10/2021,8416,6927492,3110,6389618,41902,826701
region,South East,E12000008,21/10/2021,9100,6919076,3213,6386508,43358,784799
region,South East,E12000008,20/10/2021,7908,6909976,3239,6383295,35496,741441
region,South East,E12000008,19/10/2021,7734,6902068,3579,6380056,33953,705945
region,South East,E12000008,18/10/2021,7483,6894334,3235,6376477,23028,671992
region,South East,E12000008,17/10/2021,1300,6886851,2371,6373242,20076,648964
region,South East,E12000008,16/10/2021,2328,6885551,4968,6370871,52667,628888
