areaType,areaName,areaCode,date,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedThirdInjectionByVaccinationDate,cumPeopleVaccinatedThirdInjectionByVaccinationDate
region,North West,E12000002,01/11/2021,5652,5329211,1909,4867250,25806,1004269
region,North West,E12000002,31/10/2021,2452,5323559,1116,4865341,13899,978463
region,North West,E12000002,30/10/2021,3206,5321107,2717,4864225,45274,964564
region,North West,E12000002,29/10/2021,3508,5317901,2379,4861508,33833,919290
region,North West,E12000002,28/10/2021,3749,5314393,2577,4859129,36543,885457
region,North West,E12000002,27/10/2021,3492,5310644,2519,4856552,32156,848914
region,North West,E12000002,26/10/2021,2787,5307152,2332,4854033,32253,816758
region,North West,E12000002,25/10/2021,2445,5304365,2034,4851701,23644,784505
region,North West,E12000002,24/10/2021,1322,5301920,1550,4849667,19281,760861
region,North West,E12000002,23/10/2021,2071,5300598,3459,4848117,43289,741580
region,North West,E12000002,22/10/2021,5376,5298527,2801,4844658,34261,698291
region,North West,E12000002,21/10/2021,6497,5293151,2830,4841857,36534,664030
region,North West,E12000002,20/10/2021,5964,5286654,2505,4839027,30975,627496
region,North West,E12000002,19/10/2021,6081,5280690,2397,4836522,28815,596521
region,North West,E12000002,18/10/2021,5796,5274609,2368,4834125,21858,567706
region,North West,E12000002,17/10/2021,876,5268813,1688,4831757,13057,545848
region,North West,E12000002,16/10/2021,1707,5267937,3359,4830069,32432,532791
region,North West,E12000002,15/10/2021,6407,5266230,3635,4826710,28771,500359
region,North West,E12000002,14/10/2021,6571,5259823,2821,4823075,32526,471588
region,North West,E12000002,13/10/2021,5789,5253252,2869,4820254,28204,439062
region,North West,E12000002,12/10/2021,6750,5247463,2690,4817385,27635,410858
region,North West,E12000002,11/10/2021,6690,5240713,3460,4814695,22078,383223
region,North West,E12000002,10/10/2021,1208,5234023,1930,4811235,11968,361145
region,North West,E12000002,09/10/2021,2081,5232815,4453,4809305,40593,349177
region,North West,E12000002,08/10/2021,5879,5230734,3354,4804852,26685,308584
region,North West,E12000002,07/10/2021,6022,5224855,3250,4801498,28540,281899
region,North West,E12000002,06/10/2021,6650,5218833,3158,4798248,24429,253359
region,North West,E12000002,05/10/2021,6764,5212183,3069,4795090,22775,228930
region,North West,E12000002,04/10/2021,5736,5205419,2814,4792021,16725,206155
region,North West,E12000002,03/10/2021,927,5199683,1684,4789207,11238,189430
region,North West,E12000002,02/10/2021,1889,5198756,3803,4787523,22629,178192
region,North West,E12000002,01/10/2021,3321,5196867,3407,4783720,22019,155563
region,North West,E12000002,30/09/2021,3450,5193546,3635,4780313,23270,133544
region,North West,E12000002,29/09/2021,3130,5190096,4106,4776678,19405,110274
region,North West,E12000002,28/09/2021,3117,5186966,3977,4772572,15665,90869
region,North West,E12000002,27/09/2021,3096,5183849,3591,4768595,15517,75204
region,North West,E12000002,26/09/2021,950,5180753,2733,4765004,8164,59687
region,North West,E12000002,25/09/2021,1778,5179803,4728,4762271,20266,51523
region,North West,E12000002,24/09/2021,2918,5178025,4974,4757543,14082,31257
region,North West,E12000002,23/09/2021,2492,5175107,4678,4752569,4639,17175
region,North West,E12000002,22/09/2021,2106,5172615,4603,4747891,4281,12536
region,North West,E12000002,21/09/2021,1924,5170509,4658,4743288,2739,8255
region,North West,E12000002,20/09/2021,1905,5168585,4897,4738630,618,5516
region,North West,E12000002,19/09/2021,1073,5166680,2823,4733733,278,4898
region,North West,E12000002,18/09/2021,2503,5165607,7556,4730910,957,4620
region,North West,E12000002,17/09/2021,2164,5163104,5917,4723354,1264,3663
region,North West,E12000002,16/09/2021,2524,5160940,6534,4717437,125,2399
region,North West,E12000002,15/09/2021,2406,5158416,5681,4710903,72,2274
region,North West,E12000002,14/09/2021,2160,5156010,6694,4705222,208,2202
region,North West,E12000002,13/09/2021,1920,5153850,6312,4698528,144,1994
region,North West,E12000002,12/09/2021,1222,5151930,3738,4692216,9,1850
region,North West,E12000002,11/09/2021,2596,5150708,8813,4688478,14,1841
region,North West,E12000002,10/09/2021,2958,5148112,9516,4679665,8,1827
region,North West,E12000002,09/09/2021,3242,5145154,10173,4670149,18,1819
region,North West,E12000002,08/09/2021,2757,5141912,8209,4659976,10,1801
region,North West,E12000002,07/09/2021,2526,5139155,8665,4651767,9,1791
region,North West,E12000002,06/09/2021,2073,5136629,8321,4643102,7,1782
region,North West,E12000002,05/09/2021,1579,5134556,4148,4634781,3,1775
region,North West,E12000002,04/09/2021,3726,5132977,12357,4630633,9,1772
region,North West,E12000002,03/09/2021,3302,5129251,10572,4618276,9,1763
region,North West,E12000002,02/09/2021,3860,5125949,10260,4607704,15,1754
region,North West,E12000002,01/09/2021,4036,5122089,9995,4597444,11,1739
region,North West,E12000002,31/08/2021,3503,5118053,10616,4587449,10,1728
region,North West,E12000002,30/08/2021,1486,5114550,4757,4576833,5,1718
region,North West,E12000002,29/08/2021,2044,5113064,5028,4572076,1,1713
region,North West,E12000002,28/08/2021,4943,5111020,13201,4567048,9,1712
region,North West,E12000002,27/08/2021,3961,5106077,10728,4553847,10,1703
region,North West,E12000002,26/08/2021,5447,5102116,13472,4543119,12,1693
region,North West,E12000002,25/08/2021,5888,5096669,13567,4529647,5,1681
region,North West,E12000002,24/08/2021,5097,5090781,13759,4516080,13,1676
region,North West,E12000002,23/08/2021,4242,5085684,13099,4502321,10,1663
region,North West,E12000002,22/08/2021,3143,5081442,9002,4489222,7,1653
region,North West,E12000002,21/08/2021,6374,5078299,17709,4480220,18,1646
region,North West,E12000002,20/08/2021,6115,5071925,17917,4462511,8,1628
region,North West,E12000002,19/08/2021,6577,5065810,19069,4444594,10,1620
region,North West,E12000002,18/08/2021,4176,5059233,15590,4425525,9,1610
region,North West,E12000002,17/08/2021,3810,5055057,12500,4409935,15,1601
region,North West,E12000002,16/08/2021,3518,5051247,12920,4397435,15,1586
region,North West,E12000002,15/08/2021,2290,5047729,8335,4384515,3,1571
region,North West,E12000002,14/08/2021,5021,5045439,19816,4376180,10,1568
region,North West,E12000002,13/08/2021,3897,5040418,15724,4356364,11,1558
region,North West,E12000002,12/08/2021,4735,5036521,18819,4340640,10,1547
region,North West,E12000002,11/08/2021,4070,5031786,15739,4321821,9,1537
region,North West,E12000002,10/08/2021,4259,5027716,13709,4306082,10,1528
region,North West,E12000002,09/08/2021,2351,5023457,11663,4292373,11,1518
region,North West,E12000002,08/08/2021,1802,5021106,8385,4280710,11,1507
region,North West,E12000002,07/08/2021,3727,5019304,18888,4272325,9,1496
region,North West,E12000002,06/08/2021,3884,5015577,17179,4253437,16,1487
region,North West,E12000002,05/08/2021,4138,5011693,18912,4236258,13,1471
region,North West,E12000002,04/08/2021,3797,5007555,18208,4217346,6,1458
region,North West,E12000002,03/08/2021,3380,5003758,13762,4199138,7,1452
region,North West,E12000002,02/08/2021,2861,5000378,11625,4185376,7,1445
region,North West,E12000002,01/08/2021,1935,4997517,9478,4173751,7,1438
region,North West,E12000002,31/07/2021,4068,4995582,22255,4164273,11,1431
region,North West,E12000002,30/07/2021,3861,4991514,17815,4142018,12,1420
region,North West,E12000002,29/07/2021,3945,4987653,16583,4124203,16,1408
region,North West,E12000002,28/07/2021,3134,4983708,13507,4107620,4,1392
region,North West,E12000002,27/07/2021,4172,4980574,17747,4094113,14,1388
region,North West,E12000002,26/07/2021,3271,4976402,13157,4076366,7,1374
region,North West,E12000002,25/07/2021,1922,4973131,8364,4063209,4,1367
region,North West,E12000002,24/07/2021,4294,4971209,18951,4054845,14,1363
region,North West,E12000002,23/07/2021,4183,4966915,17317,4035894,8,1349
region,North West,E12000002,22/07/2021,4822,4962732,19114,4018577,10,1341
region,North West,E12000002,21/07/2021,4080,4957910,15045,3999463,7,1331
region,North West,E12000002,20/07/2021,4049,4953830,16139,3984418,13,1324
region,North West,E12000002,19/07/2021,2919,4949781,13944,3968279,6,1311
region,North West,E12000002,18/07/2021,2631,4946862,12210,3954335,6,1305
region,North West,E12000002,17/07/2021,5847,4944231,26376,3942125,9,1299
region,North West,E12000002,16/07/2021,5744,4938384,23011,3915749,14,1290
region,North West,E12000002,15/07/2021,5919,4932640,19745,3892738,14,1276
region,North West,E12000002,14/07/2021,5731,4926721,18652,3872993,14,1262
region,North West,E12000002,13/07/2021,6170,4920990,19668,3854341,12,1248
region,North West,E12000002,12/07/2021,4323,4914820,11773,3834673,10,1236
region,North West,E12000002,11/07/2021,2814,4910497,8874,3822900,9,1226
region,North West,E12000002,10/07/2021,8108,4907683,21797,3814026,16,1217
region,North West,E12000002,09/07/2021,8486,4899575,19230,3792229,19,1201
region,North West,E12000002,08/07/2021,8014,4891089,21257,3772999,11,1182
region,North West,E12000002,07/07/2021,6386,4883075,16009,3751742,18,1171
region,North West,E12000002,06/07/2021,7484,4876689,17087,3735733,10,1153
region,North West,E12000002,05/07/2021,5624,4869205,13178,3718646,11,1143
region,North West,E12000002,04/07/2021,5484,4863581,9238,3705468,7,1132
region,North West,E12000002,03/07/2021,12799,4858097,22493,3696230,16,1125
region,North West,E12000002,02/07/2021,10859,4845298,19948,3673737,11,1109
region,North West,E12000002,01/07/2021,12715,4834439,17824,3653789,13,1098
region,North West,E12000002,30/06/2021,11862,4821724,19828,3635965,18,1085
region,North West,E12000002,29/06/2021,12383,4809862,16407,3616137,30,1067
region,North West,E12000002,28/06/2021,11183,4797479,13409,3599730,8,1037
region,North West,E12000002,27/06/2021,9563,4786296,11536,3586321,6,1029
region,North West,E12000002,26/06/2021,22759,4776733,19443,3574785,48,1023
region,North West,E12000002,25/06/2021,21934,4753974,17073,3555342,18,975
region,North West,E12000002,24/06/2021,22982,4732040,17961,3538269,11,957
region,North West,E12000002,23/06/2021,17714,4709058,17128,3520308,12,946
region,North West,E12000002,22/06/2021,19229,4691344,19681,3503180,40,934
region,North West,E12000002,21/06/2021,14757,4672115,15523,3483499,12,894
region,North West,E12000002,20/06/2021,10604,4657358,12263,3467976,6,882
region,North West,E12000002,19/06/2021,27624,4646754,27521,3455713,17,876
region,North West,E12000002,18/06/2021,20428,4619130,25401,3428192,17,859
region,North West,E12000002,17/06/2021,23840,4598702,27085,3402791,13,842
region,North West,E12000002,16/06/2021,15705,4574862,24325,3375706,10,829
region,North West,E12000002,15/06/2021,17381,4559157,27351,3351381,20,819
region,North West,E12000002,14/06/2021,12341,4541776,24370,3324030,7,799
region,North West,E12000002,13/06/2021,12650,4529435,18463,3299660,7,792
region,North West,E12000002,12/06/2021,26235,4516785,32512,3281197,11,785
region,North West,E12000002,11/06/2021,18111,4490550,31159,3248685,15,774
region,North West,E12000002,10/06/2021,17667,4472439,33205,3217526,13,759
region,North West,E12000002,09/06/2021,16046,4454772,30753,3184321,18,746
region,North West,E12000002,08/06/2021,11354,4438726,31791,3153568,11,728
region,North West,E12000002,07/06/2021,8026,4427372,28472,3121777,10,717
region,North West,E12000002,06/06/2021,11093,4419346,23740,3093305,4,707
region,North West,E12000002,05/06/2021,24156,4408253,41836,3069565,17,703
region,North West,E12000002,04/06/2021,18220,4384097,33949,3027729,9,686
region,North West,E12000002,03/06/2021,19526,4365877,32329,2993780,16,677
region,North West,E12000002,02/06/2021,15543,4346351,32735,2961451,12,661
region,North West,E12000002,01/06/2021,6628,4330808,33197,2928716,10,649
region,North West,E12000002,31/05/2021,4333,4324180,11996,2895519,3,639
region,North West,E12000002,30/05/2021,8241,4319847,18304,2883523,4,636
region,North West,E12000002,29/05/2021,20294,4311606,38974,2865219,8,632
region,North West,E12000002,28/05/2021,20696,4291312,44754,2826245,8,624
region,North West,E12000002,27/05/2021,26973,4270616,44293,2781491,18,616
region,North West,E12000002,26/05/2021,23173,4243643,49975,2737198,16,598
region,North West,E12000002,25/05/2021,24427,4220470,46113,2687223,9,582
region,North West,E12000002,24/05/2021,9645,4196043,33372,2641110,7,573
region,North West,E12000002,23/05/2021,14984,4186398,22075,2607738,5,566
region,North West,E12000002,22/05/2021,27825,4171414,56899,2585663,16,561
region,North West,E12000002,21/05/2021,27807,4143589,49102,2528764,13,545
region,North West,E12000002,20/05/2021,34058,4115782,51819,2479662,9,532
region,North West,E12000002,19/05/2021,38259,4081724,34544,2427843,10,523
region,North West,E12000002,18/05/2021,33420,4043465,36700,2393299,9,513
region,North West,E12000002,17/05/2021,11792,4010045,26848,2356599,12,504
region,North West,E12000002,16/05/2021,17671,3998253,19509,2329751,9,492
region,North West,E12000002,15/05/2021,31124,3980582,45457,2310242,10,483
region,North West,E12000002,14/05/2021,24243,3949458,45291,2264785,8,473
region,North West,E12000002,13/05/2021,25292,3925215,46026,2219494,10,465
region,North West,E12000002,12/05/2021,25574,3899923,55064,2173468,20,455
region,North West,E12000002,11/05/2021,15948,3874349,44005,2118404,7,435
region,North West,E12000002,10/05/2021,9537,3858401,25413,2074399,6,428
region,North West,E12000002,09/05/2021,7397,3848864,20332,2048986,3,422
region,North West,E12000002,08/05/2021,17366,3841467,49719,2028654,6,419
region,North West,E12000002,07/05/2021,11235,3824101,57448,1978935,9,413
region,North West,E12000002,06/05/2021,10970,3812866,58956,1921487,13,404
region,North West,E12000002,05/05/2021,12195,3801896,51604,1862531,4,391
region,North West,E12000002,04/05/2021,12213,3789701,27856,1810927,7,387
region,North West,E12000002,03/05/2021,8063,3777488,10340,1783071,6,380
region,North West,E12000002,02/05/2021,7407,3769425,14536,1772731,4,374
region,North West,E12000002,01/05/2021,18727,3762018,38528,1758195,7,370
region,North West,E12000002,30/04/2021,14317,3743291,44287,1719667,12,363
region,North West,E12000002,29/04/2021,15174,3728974,46203,1675380,7,351
region,North West,E12000002,28/04/2021,14184,3713800,51802,1629177,10,344
region,North West,E12000002,27/04/2021,11860,3699616,46680,1577375,12,334
region,North West,E12000002,26/04/2021,7152,3687756,32048,1530695,12,322
region,North West,E12000002,25/04/2021,8439,3680604,26261,1498647,0,310
region,North West,E12000002,24/04/2021,14933,3672165,60134,1472386,7,310
region,North West,E12000002,23/04/2021,12337,3657232,51218,1412252,9,303
region,North West,E12000002,22/04/2021,14000,3644895,46963,1361034,10,294
region,North West,E12000002,21/04/2021,10106,3630895,43821,1314071,12,284
region,North West,E12000002,20/04/2021,11835,3620789,39995,1270250,6,272
region,North West,E12000002,19/04/2021,9834,3608954,33170,1230255,5,266
region,North West,E12000002,18/04/2021,6096,3599120,24777,1197085,2,261
region,North West,E12000002,17/04/2021,14030,3593024,62943,1172308,5,259
region,North West,E12000002,16/04/2021,11451,3578994,66551,1109365,12,254
region,North West,E12000002,15/04/2021,11072,3567543,50437,1042814,6,242
region,North West,E12000002,14/04/2021,8439,3556471,36299,992377,11,236
region,North West,E12000002,13/04/2021,4253,3548032,35843,956078,8,225
region,North West,E12000002,12/04/2021,2460,3543779,22746,920235,9,217
region,North West,E12000002,11/04/2021,3125,3541319,19393,897489,3,208
region,North West,E12000002,10/04/2021,8688,3538194,59426,878096,4,205
region,North West,E12000002,09/04/2021,8096,3529506,53984,818670,4,201
region,North West,E12000002,08/04/2021,9099,3521410,63961,764686,7,197
region,North West,E12000002,07/04/2021,6523,3512311,59871,700725,8,190
region,North West,E12000002,06/04/2021,6668,3505788,22667,640854,6,182
region,North West,E12000002,05/04/2021,1601,3499120,7996,618187,0,176
region,North West,E12000002,04/04/2021,2264,3497519,5010,610191,0,176
region,North West,E12000002,03/04/2021,10597,3495255,21746,605181,0,176
region,North West,E12000002,02/04/2021,7772,3484658,33839,583435,6,176
region,North West,E12000002,01/04/2021,17578,3476886,64496,549596,8,170
region,North West,E12000002,31/03/2021,28074,3459308,45807,485100,7,162
region,North West,E12000002,30/03/2021,24460,3431234,31083,439293,6,155
region,North West,E12000002,29/03/2021,26701,3406774,19999,408210,10,149
region,North West,E12000002,28/03/2021,26161,3380073,10633,388211,2,139
region,North West,E12000002,27/03/2021,61747,3353912,32385,377578,5,137
region,North West,E12000002,26/03/2021,40583,3292165,32207,345193,3,132
region,North West,E12000002,25/03/2021,39527,3251582,35581,312986,19,129
region,North West,E12000002,24/03/2021,35681,3212055,33841,277405,1,110
region,North West,E12000002,23/03/2021,33124,3176374,22939,243564,4,109
region,North West,E12000002,22/03/2021,32324,3143250,9676,220625,7,105
region,North West,E12000002,21/03/2021,34594,3110926,2041,210949,2,98
region,North West,E12000002,20/03/2021,85430,3076332,9440,208908,2,96
region,North West,E12000002,19/03/2021,65969,2990902,14555,199468,3,94
region,North West,E12000002,18/03/2021,51732,2924933,15505,184913,5,91
region,North West,E12000002,17/03/2021,41031,2873201,10424,169408,9,86
region,North West,E12000002,16/03/2021,43577,2832170,9822,158984,2,77
region,North West,E12000002,15/03/2021,32454,2788593,4812,149162,0,75
region,North West,E12000002,14/03/2021,28509,2756139,863,144350,0,75
region,North West,E12000002,13/03/2021,53812,2727630,4331,143487,2,75
region,North West,E12000002,12/03/2021,38329,2673818,7741,139156,0,73
region,North West,E12000002,11/03/2021,18659,2635489,7154,131415,6,73
region,North West,E12000002,10/03/2021,27373,2616830,9692,124261,2,67
region,North West,E12000002,09/03/2021,21981,2589457,7587,114569,3,65
region,North West,E12000002,08/03/2021,24951,2567476,3342,106982,0,62
region,North West,E12000002,07/03/2021,21671,2542525,474,103640,0,62
region,North West,E12000002,06/03/2021,48179,2520854,2020,103166,4,62
region,North West,E12000002,05/03/2021,49498,2472675,5685,101146,2,58
region,North West,E12000002,04/03/2021,53053,2423177,4814,95461,1,56
region,North West,E12000002,03/03/2021,27241,2370124,4606,90647,1,55
region,North West,E12000002,02/03/2021,24006,2342883,3435,86041,3,54
region,North West,E12000002,01/03/2021,20356,2318877,1423,82606,2,51
region,North West,E12000002,28/02/2021,19315,2298521,509,81183,0,49
region,North West,E12000002,27/02/2021,51676,2279206,726,80674,1,49
region,North West,E12000002,26/02/2021,63998,2227530,1850,79948,1,48
region,North West,E12000002,25/02/2021,60812,2163532,1888,78098,0,47
region,North West,E12000002,24/02/2021,53148,2102720,1719,76210,1,47
region,North West,E12000002,23/02/2021,34270,2049572,1096,74491,0,46
region,North West,E12000002,22/02/2021,17980,2015302,323,73395,2,46
region,North West,E12000002,21/02/2021,15623,1997322,79,73072,0,44
region,North West,E12000002,20/02/2021,36449,1981699,145,72993,1,44
region,North West,E12000002,19/02/2021,44029,1945250,270,72848,0,43
region,North West,E12000002,18/02/2021,55747,1901221,416,72578,0,43
region,North West,E12000002,17/02/2021,55075,1845474,443,72162,0,43
region,North West,E12000002,16/02/2021,38161,1790399,288,71719,0,43
region,North West,E12000002,15/02/2021,24138,1752238,143,71431,0,43
region,North West,E12000002,14/02/2021,18792,1728100,33,71288,1,43
region,North West,E12000002,13/02/2021,55894,1709308,256,71255,1,42
region,North West,E12000002,12/02/2021,48045,1653414,446,70999,0,41
region,North West,E12000002,11/02/2021,43353,1605369,344,70553,1,41
region,North West,E12000002,10/02/2021,43055,1562016,339,70209,1,40
region,North West,E12000002,09/02/2021,38579,1518961,187,69870,3,39
region,North West,E12000002,08/02/2021,26062,1480382,92,69683,2,36
region,North West,E12000002,07/02/2021,20101,1454320,39,69591,1,34
region,North West,E12000002,06/02/2021,56858,1434219,66,69552,0,33
region,North West,E12000002,05/02/2021,54539,1377361,159,69486,1,33
region,North West,E12000002,04/02/2021,53992,1322822,263,69327,0,32
region,North West,E12000002,03/02/2021,51314,1268830,204,69064,0,32
region,North West,E12000002,02/02/2021,39976,1217516,114,68860,0,32
region,North West,E12000002,01/02/2021,34800,1177540,141,68746,1,32
region,North West,E12000002,31/01/2021,33249,1142740,142,68605,2,31
region,North West,E12000002,30/01/2021,58773,1109491,235,68463,3,29
region,North West,E12000002,29/01/2021,66793,1050718,279,68228,1,26
region,North West,E12000002,28/01/2021,48088,983925,145,67949,1,25
region,North West,E12000002,27/01/2021,34622,935837,133,67804,0,24
region,North West,E12000002,26/01/2021,32168,901215,77,67671,1,24
region,North West,E12000002,25/01/2021,27524,869047,121,67594,1,23
region,North West,E12000002,24/01/2021,30026,841523,51,67473,0,22
region,North West,E12000002,23/01/2021,56772,811497,83,67422,0,22
region,North West,E12000002,22/01/2021,65558,754725,124,67339,2,22
region,North West,E12000002,21/01/2021,57976,689167,184,67215,1,20
region,North West,E12000002,20/01/2021,41618,631191,443,67031,0,19
region,North West,E12000002,19/01/2021,48348,589573,378,66588,2,19
region,North West,E12000002,18/01/2021,24072,541225,339,66210,0,17
region,North West,E12000002,17/01/2021,17482,517153,269,65871,0,17
region,North West,E12000002,16/01/2021,34749,499671,327,65602,0,17
region,North West,E12000002,15/01/2021,50137,464922,566,65275,2,17
region,North West,E12000002,14/01/2021,47821,414785,621,64709,0,15
region,North West,E12000002,13/01/2021,36265,366964,760,64088,1,15
region,North West,E12000002,12/01/2021,26436,330699,1898,63328,0,14
region,North West,E12000002,11/01/2021,16841,304263,3346,61430,0,14
region,North West,E12000002,10/01/2021,13444,287422,5487,58084,0,14
region,North West,E12000002,09/01/2021,28045,273978,9081,52597,3,14
region,North West,E12000002,08/01/2021,39331,245933,8156,43516,1,11
region,North West,E12000002,07/01/2021,29316,206602,10258,35360,2,10
region,North West,E12000002,06/01/2021,12786,177286,10307,25102,1,8
region,North West,E12000002,05/01/2021,7844,164500,6516,14795,1,7
region,North West,E12000002,04/01/2021,3092,156656,2041,8279,0,6
region,North West,E12000002,03/01/2021,1958,153564,382,6238,0,6
region,North West,E12000002,02/01/2021,3697,151606,872,5856,1,6
region,North West,E12000002,01/01/2021,2441,147909,431,4984,0,5
region,North West,E12000002,31/12/2020,10635,145468,1312,4553,0,5
region,North West,E12000002,30/12/2020,13193,134833,1190,3241,0,5
region,North West,E12000002,29/12/2020,6259,121640,583,2051,0,5
region,North West,E12000002,28/12/2020,665,115381,1,1468,0,5
region,North West,E12000002,27/12/2020,428,114716,0,1467,0,5
region,North West,E12000002,26/12/2020,201,114288,1,1467,0,5
region,North West,E12000002,25/12/2020,11,114087,0,1466,0,5
region,North West,E12000002,24/12/2020,3723,114076,1,1466,0,5
region,North West,E12000002,23/12/2020,12108,110353,6,1465,0,5
region,North West,E12000002,22/12/2020,13342,98245,8,1459,0,5
region,North West,E12000002,21/12/2020,9106,84903,28,1451,0,5
region,North West,E12000002,20/12/2020,8487,75797,1,1423,0,5
region,North West,E12000002,19/12/2020,12529,67310,3,1422,1,5
region,North West,E12000002,18/12/2020,9846,54781,31,1419,1,4
region,North West,E12000002,17/12/2020,12189,44935,59,1388,1,3
region,North West,E12000002,16/12/2020,12628,32746,44,1329,0,2
region,North West,E12000002,15/12/2020,7775,20118,35,1285,0,2
region,North West,E12000002,14/12/2020,2217,12343,65,1250,0,2
region,North West,E12000002,13/12/2020,477,10126,13,1185,0,2
region,North West,E12000002,12/12/2020,1189,9649,12,1172,1,2
region,North West,E12000002,11/12/2020,2107,8460,34,1160,,1
region,North West,E12000002,10/12/2020,2135,6353,44,1126,,1
region,North West,E12000002,09/12/2020,1661,4218,41,1082,,1
region,North West,E12000002,08/12/2020,944,2557,74,1041,,1
region,South East,E12000008,12/07/2022,161,7362159,705,7064374,864,5788792
region,South East,E12000008,11/07/2022,156,7361998,697,7063669,809,5787928
region,South East,E12000008,10/07/2022,107,7361842,637,7062972,532,5787119
region,South East,E12000008,09/07/2022,357,7361735,2009,7062335,1522,5786587
region,South East,E12000008,08/07/2022,178,7361378,821,7060326,1076,5785065
region,South East,E12000008,07/07/2022,149,7361200,750,7059505,938,5783989
region,South East,E12000008,06/07/2022,169,7361051,733,7058755,883,5783051
region,South East,E12000008,05/07/2022,176,7360882,789,7058022,968,5782168
region,South East,E12000008,04/07/2022,146,7360706,789,7057233,758,5781200
region,South East,E12000008,03/07/2022,120,7360560,637,7056444,483,5780442
region,South East,E12000008,02/07/2022,385,7360440,2013,7055807,1506,5779959
region,South East,E12000008,01/07/2022,190,7360055,857,7053794,993,5778453
region,South East,E12000008,30/06/2022,171,7359865,740,7052937,998,5777460
region,South East,E12000008,29/06/2022,169,7359694,636,7052197,999,5776462
region,South East,E12000008,28/06/2022,170,7359525,724,7051561,1135,5775463
region,South East,E12000008,27/06/2022,133,7359355,680,7050837,1065,5774328
region,South East,E12000008,26/06/2022,159,7359222,636,7050157,697,5773263
region,South East,E12000008,25/06/2022,450,7359063,1747,7049521,1932,5772566
region,South East,E12000008,24/06/2022,195,7358613,648,7047774,1139,5770634
region,South East,E12000008,23/06/2022,191,7358418,584,7047126,956,5769495
region,South East,E12000008,22/06/2022,187,7358227,557,7046542,970,5768539
region,South East,E12000008,21/06/2022,171,7358040,531,7045985,883,5767569
region,South East,E12000008,20/06/2022,148,7357869,581,7045454,820,5766686
region,South East,E12000008,19/06/2022,108,7357721,437,7044873,460,5765866
region,South East,E12000008,18/06/2022,399,7357613,1602,7044436,1589,5765406
region,South East,E12000008,17/06/2022,188,7357214,539,7042834,891,5763817
region,South East,E12000008,16/06/2022,158,7357026,547,7042295,881,5762926
region,South East,E12000008,15/06/2022,152,7356868,493,7041748,876,5762045
region,South East,E12000008,14/06/2022,220,7356716,617,7041255,984,5761169
region,South East,E12000008,13/06/2022,148,7356496,507,7040638,775,5760185
region,South East,E12000008,12/06/2022,182,7356348,602,7040131,637,5759410
region,South East,E12000008,11/06/2022,503,7356166,1772,7039529,1946,5758773
region,South East,E12000008,10/06/2022,192,7355663,646,7037757,1307,5756827
region,South East,E12000008,09/06/2022,190,7355471,499,7037111,974,5755520
region,South East,E12000008,08/06/2022,183,7355281,558,7036612,1047,5754546
region,South East,E12000008,07/06/2022,202,7355098,637,7036054,1144,5753499
region,South East,E12000008,06/06/2022,166,7354896,549,7035417,1044,5752355
region,South East,E12000008,05/06/2022,76,7354730,258,7034868,279,5751311
region,South East,E12000008,04/06/2022,189,7354654,786,7034610,862,5751032
region,South East,E12000008,03/06/2022,81,7354465,264,7033824,273,5750170
region,South East,E12000008,02/06/2022,94,7354384,354,7033560,390,5749897
region,South East,E12000008,01/06/2022,315,7354290,1155,7033206,1250,5749507
region,South East,E12000008,31/05/2022,296,7353975,1173,7032051,1364,5748257
region,South East,E12000008,30/05/2022,290,7353679,1116,7030878,1447,5746893
region,South East,E12000008,29/05/2022,154,7353389,612,7029762,784,5745446
region,South East,E12000008,28/05/2022,469,7353235,1925,7029150,2264,5744662
region,South East,E12000008,27/05/2022,238,7352766,679,7027225,1342,5742398
region,South East,E12000008,26/05/2022,236,7352528,725,7026546,1248,5741056
region,South East,E12000008,25/05/2022,202,7352292,623,7025821,1256,5739808
region,South East,E12000008,24/05/2022,237,7352090,513,7025198,1337,5738552
region,South East,E12000008,23/05/2022,194,7351853,536,7024685,1137,5737215
region,South East,E12000008,22/05/2022,196,7351659,590,7024149,643,5736078
region,South East,E12000008,21/05/2022,674,7351463,2085,7023559,2346,5735435
region,South East,E12000008,20/05/2022,336,7350789,822,7021474,1468,5733089
region,South East,E12000008,19/05/2022,329,7350453,714,7020652,1429,5731621
region,South East,E12000008,18/05/2022,255,7350124,689,7019938,1458,5730192
region,South East,E12000008,17/05/2022,254,7349869,629,7019249,1412,5728734
region,South East,E12000008,16/05/2022,241,7349615,682,7018620,1372,5727322
region,South East,E12000008,15/05/2022,260,7349374,734,7017938,895,5725950
region,South East,E12000008,14/05/2022,797,7349114,2428,7017204,2412,5725055
region,South East,E12000008,13/05/2022,395,7348317,923,7014776,1619,5722643
region,South East,E12000008,12/05/2022,416,7347922,999,7013853,1739,5721024
region,South East,E12000008,11/05/2022,322,7347506,1010,7012854,1729,5719285
region,South East,E12000008,10/05/2022,339,7347184,856,7011844,1651,5717556
region,South East,E12000008,09/05/2022,326,7346845,879,7010988,1391,5715905
region,South East,E12000008,08/05/2022,342,7346519,1024,7010109,1013,5714514
region,South East,E12000008,07/05/2022,879,7346177,2644,7009085,2768,5713501
